ID,Tweet,Target,Stance,Ans,FOL,needbkl,restated_sentence,extracted_knowledge
830,@CheerUpKaci @tmacGA70 It's the Clinton history of scandalous behavior.  #Integrity knows no sex. #HillaryonCNN,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → has a history of scandalous behavior(x)) → is opposed(x) → opposed,∀x (is Hillary Clinton(x) → has a history of scandalous behavior(x)) → is opposed(x) → opposed,1,"Cheer up Kaci and tmacGA70, the reason behind people's distrust towards Hillary Clinton lies in her past scandals, as integrity is a virtue that is not confined to any gender. Hillary is currently being talked about on CNN.",
831,"Entire campaign platform for @HillaryClinton seems to be... ""I'm Hillary Clinton"".  #norecord #nosubstance #tcot #PJNET",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → ¬is a campaign platform(x) ∧ ¬lacks substance(x)) → opposed,∀x (is Hillary Clinton(x) → ¬is a campaign platform(x) ∧ ¬lacks substance(x)) → opposed,1,The entire campaign platform for Hillary Clinton appears to be just her identity as she hasn't presented any substantial records. This opinion is accompanied by the hashtags #norecord #nosubstance #tcot #PJNET.,
832,Imagine @JoeBiden runs for POTUS. Without a doubt a strong & popularly likable candidate against the Clinton. -------,Hillary Clinton,AGAINST,"∀x ∀y (is a candidate(x) ∧ is a candidate(y) ∧ is strong(x) ∧ is likable(x) ∧ is opposed to y(x, y) → is opposed to y(y, x)) → opposed","∀x ∀y (is a candidate(x) ∧ is a candidate(y) ∧ is strong(x) ∧ is likable(x) ∧ is opposed to y(x, y) → is opposed to y(y, x)) → opposed",1,Imagine if Joe Biden runs for President of the United States. There is no doubt that he would be a strong and popular candidate who could compete with Hillary Clinton.,
833,A lot of #GOPHaters for #Hillary - so funny because she is beating them all at 40%,Hillary Clinton,FAVOR,∀x (supports Hillary Clinton(x) → ¬is a Republican(x)) ∧ ∀x (is performing well in the polls(x) → supports Hillary Clinton(x)) → support,∀x (supports Hillary Clinton(x) → ¬is a Republican(x)) ∧ ∀x (is performing well in the polls(x) → supports Hillary Clinton(x)) → support,1,"Many people who support the Republican party dislike Hillary Clinton, however it is amusing because she is currently leading against all of them with a 40% approval rate.",
834,"SUCCESS:  @HillaryClinton said she's receiving a constant barrage of attacks from ""the Right.""  Great job, guys. Keep it up!",Hillary Clinton,AGAINST,∀x (is successful(x) ∧ is attacked(x) ∧ is right-wing(x) → is Hillary Clinton(x)) → support,∀x (is successful(x) ∧ is attacked(x) ∧ is right-wing(x) → is Hillary Clinton(x)) → support,1,It has been stated that Hillary Clinton is facing a constant barrage of attacks from the political Right. The author praises the Right for their efforts and encourages them to keep it up.,
835,Do you Progressives know how dangerously close you are to suppressing free speech? Stop it.   #inners  #readyforhillary,Hillary Clinton,FAVOR,∀x (is a progressive(x) ∧ suppresses free speech(x) → ¬is Hillary Clinton(x)) → neutral,∀x (is a progressive(x) ∧ suppresses free speech(x) → ¬is Hillary Clinton(x)) → neutral,1,"Do you, Progressives, know how dangerously close you are to suppressing free speech? Please stop it. The hashtags used are #inners and #readyforhillary.",
836,"#Democrats and #Obama reduce OUR Army by 40,000   MEANWHILE   Has increased IRS to 100,000  #HillaryClinton #Hillary",Hillary Clinton,AGAINST,∀x (is a Democrat(x) ∧ opposes the reduction of the army(x) → ¬is Hillary Clinton(x)) → opposed,∀x (is a Democrat(x) ∧ opposes the reduction of the army(x) → ¬is Hillary Clinton(x)) → opposed,1,"The Democrats and Obama have decreased the army by 40,000 while increasing the number of employees in the IRS to 100,000. This is being discussed in relation to Hillary Clinton.",
837,@CNNPolitics @PoliticalAnt @moody this is beautiful #oops,Hillary Clinton,NONE,∀x (is a tweet(x) ∧ mentions Moody(x) ∧ mentions PoliticalAnt(x) ∧ mentions Moody(x) ∧ is related to Hillary Clinton(x) ∧ epresses admiration(x) ∧ includes the hashtag #oops(x) → epresses admiration(x)) → support,∀x (is a tweet(x) ∧ mentions Moody(x) ∧ mentions PoliticalAnt(x) ∧ mentions Moody(x) ∧ is related to Hillary Clinton(x) ∧ epresses admiration(x) ∧ includes the hashtag #oops(x) → epresses admiration(x)) → support,1,"This is a beautiful tweet about Hillary Clinton. Oops. The tweet was sent by CNN Politics, Political Ant and Moody.",
838,"#NoHillary2016 & her #PredatorRat, too. MT ""@steve0423: We need to get these stickers up nationwide! #tcot #RedNationRising",Hillary Clinton,AGAINST,"∀x (is Hillary Clinton(x) → ∃y (is a rat(y) ∧ is associated with y(x, y))) → opposed","∀x (is Hillary Clinton(x) → ∃y (is a rat(y) ∧ is associated with y(x, y))) → opposed",1,"We do not want Hillary Clinton to be a candidate in the 2016 election and we do not like her associates, including the alleged predator rapist. Retweeting Steve0423's statement, we believe that these stickers promoting this message should be put up all over the country. Let's rally behind the conservative movement and the Red Nation Rising campaign. #tcot #RedNationRising",
839,"@forewit @HillaryClinton is a degenerate liar who will do, say, cheat, delete, anything to get another squat at 1600 Penn Ave.",Hillary Clinton,AGAINST,∀x (is a liar(x) ∧ will do anything to get back to the White House(x) → is opposed(x)) → opposed,∀x (is a liar(x) ∧ will do anything to get back to the White House(x) → is opposed(x)) → opposed,1,"@forewit, Hillary Clinton is a degenerate liar who will do, say, cheat and delete anything in order to get another chance at residing in the White House located at 1600 Pennsylvania Avenue.",
840,@Reince Hardly a hard-hitting interview like with GOP candidates. Did CNN preclear its questions with her campaign in advance??,Hillary Clinton,NONE,"∀x (is an interview(x) ∧ is tough(x) → ¬preclear y's questions with y's campaign(x, Hillary Clinton)) → opposed","∀x (is an interview(x) ∧ is tough(x) → ¬preclear y's questions with y's campaign(x, Hillary Clinton)) → opposed",1,"Reince, that was not a tough interview with Hillary Clinton compared to the ones conducted with Republican candidates. Is it possible that CNN shared the questions with Clinton's campaign beforehand?",
841,Democrats want power for themselves. Republicans will give YOU the power! #Election2016,Hillary Clinton,AGAINST,"∀x (is a Democrat(x) → ¬wants power(x) ∧ ¬will give power(x, y)) ∧ ∀y (is a Republican(y) → wants power(y) ∧ will give power(y, x)) → opposed","∀x (is a Democrat(x) → ¬wants power(x) ∧ ¬will give power(x, y)) ∧ ∀y (is a Republican(y) → wants power(y) ∧ will give power(y, x)) → opposed",1,Democrats desire to gain power for themselves while Republicans will provide power to the citizens! #Election2016,
842,Dad while watching the news:  Politics is just show business for ugly people #HowAboutNo,Hillary Clinton,NONE,∀x (¬(is politics(x) ∧ is show business(x) ∧ is ugly(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is politics(x) ∧ is show business(x) ∧ is ugly(x)) → ¬is Hillary Clinton(x)) → neutral,1,"My dad made a sarcastic comment while watching the news saying that politics is just like show business for unattractive individuals, to which I strongly disagree and say '#HowAboutNo'.",
843,.@thedailybeast such a waste of space #CrackingCeilings,Hillary Clinton,NONE,Not Refer → neutral,Not Refer → neutral,1,The Daily Beast is a waste of space. #CrackingCeilings mentioned.,
844,@KrownRoyaleNY @jjauthor Bad for her is good for the U.S. @jlconnell66 #Killary,Hillary Clinton,AGAINST,"∀x (is Hillary Clinton(x) → ¬'s misfortune is beneficial for y(x, is the United States(x))) → opposed","∀x (is Hillary Clinton(x) → ¬'s misfortune is beneficial for y(x, is the United States(x))) → opposed",1,"It is believed that if something negative happens to Hillary Clinton, it will ultimately benefit the United States. This sentiment is being expressed by @KrownRoyaleNY and @jjauthor. @jlconnell66 is using a derogatory nickname '#Killary' to refer to Hillary Clinton.",
845,@csham21 @EstadodeSats Thank you so much for supportive #Freedom4Cuba RTs! #WakeUpAmerica #Cuba #TodosMarchamos,Hillary Clinton,NONE,"Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,0,Thank you very much @csham21 and @EstadodeSats for your supportive retweets for the campaign #Freedom4Cuba. Let's raise awareness! #WakeUpAmerica #Cuba #TodosMarchamos,
846,"Can't #UniteBlue, RT LindaSuhler: Hillary:People Trust Me, Blames 'Constant Barrage of Attacks' By the Right #delusional #WakeUpA...",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is delusional(x) → is opposed(x)) → opposed,∀x (is Hillary Clinton(x) → is delusional(x) → is opposed(x)) → opposed,1,"I can't unite with the blue side. Linda Suhler retweeted about Hillary Clinton claiming that people trust her but she blames the right's constant attacks, which is seen as delusional by the hashtag #delusional. The hashtag #WakeUpA is also used to wake people up about the truth.",
847,@M_E_Adams if a Demonrat were to win I'd prefer Sanders over Killary.,Hillary Clinton,AGAINST,"∀x (prefers y(x, Sanders) ∧ ¬prefers y(x, is a Democrat who is not Sanders(x))) → is opposed to Hillary Clinton(x) → opposed","∀x (prefers y(x, Sanders) ∧ ¬prefers y(x, is a Democrat who is not Sanders(x))) → is opposed to Hillary Clinton(x) → opposed",1,"If a Democrat were to win the election, the Twitter user would prefer Bernie Sanders over Hillary Clinton.",
848,@jschau11 wow!!! i can halp too!! #OBAMASUCKS #BLOWUPISIS #NOIRS #NOSHARIAUSA #NOAMNESTY #DAMNTHAT140  #USARULES...#ILOVETHIS #(:),Hillary Clinton,NONE,∀x (¬M(x) → ¬is Hillary Clinton(x)) → neutral,∀x (¬M(x) → ¬is Hillary Clinton(x)) → neutral,1,"Wow!!! I can help too!! Obama sucks, blow up ISIS, no IRS, no Sharia in USA, no amnesty. Damn that 140 character limit! USA rules...I love this! Smiling face with smiling eyes.",
849,"#WhatILearnedToday @HillaryClinton already admitted to having at least 2 devices, more lies, it never stops",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) ∧ lied(x) ∧ has multiple devices(x)) → ¬is Hillary Clinton(x) → opposed,∀x (is Hillary Clinton(x) ∧ lied(x) ∧ has multiple devices(x)) → ¬is Hillary Clinton(x) → opposed,1,"What I learned today is that Hillary Clinton has already admitted to having at least 2 devices. It seems like there are more lies from her, and it just never stops.",
850,@DesireeAaron @HillaryClinton  Sheets Clinton Ya got to love it #HillaryonCNN #HillaryClinton,Hillary Clinton,FAVOR,∀x (is mentioned(x) ∧ is mentioned positively(x) → is Hillary Clinton(x)) → support,∀x (is mentioned(x) ∧ is mentioned positively(x) → is Hillary Clinton(x)) → support,1,"DesireeAaron, have you seen Sheets Clinton? Ya, you've got to love it.  The hashtags #HillaryonCNN and #HillaryClinton are being used to show support for her",
851,.@jaketapper The way @HillaryClinton keeps lying I swear her father's real last name is Geppetto. #TCOT #WakeUpAmerica,Hillary Clinton,AGAINST,∀x (lies(x) → ¬has the last name Geppetto(x)) → opposed,∀x (lies(x) → ¬has the last name Geppetto(x)) → opposed,1,The way Hillary Clinton continues to lie is so frequent that the Twitter user suspects her father's real last name must be Geppetto. The user is using the hash tags TCOT and WakeUpAmerica. The tweet was directed towards Jake Tapper.,
852,It's a beautiful day for phone banking at the Hill House on 1529 Richland Street! Join us tonight at 6PM! @HillaryforSC,Hillary Clinton,FAVOR,∀x (is a political event(x) ∧ is a beautiful day(x) ∧ is located at the Hill House(x) ∧ is a tweet(x) ∧ is related to Hillary Clinton(x) → S(x)) → support,∀x (is a political event(x) ∧ is a beautiful day(x) ∧ is located at the Hill House(x) ∧ is a tweet(x) ∧ is related to Hillary Clinton(x) → S(x)) → support,1,It is a beautiful day to make phone calls for Hillary Clinton's campaign at the Hill House located on 1529 Richland Street. Please join us at 6PM tonight! #HillaryforSC,
853,@ahbrees @TODAYshow  Attack? More like the daily liberal media defend Hillary and her lies!!,Hillary Clinton,AGAINST,Not Refer → neutral,Not Refer → neutral,1,"Hey @ahbrees and @TODAYshow, instead of calling it an attack, I see it as the liberal media defending Hillary Clinton and trying to cover up for her lies.",
854,@DeatonCAPT Simple. Govt benefits. Surprised it's only 42%. Must be some dependents who want off welfare.,Hillary Clinton,NONE,∀x (¬(is a benefit(x) ∨ is work(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is a benefit(x) ∨ is work(x)) → ¬is Hillary Clinton(x)) → neutral,1,It's easy to understand. The people who are getting benefits from the government are likely to vote for Hillary Clinton. The percentage might be higher than 42% because some dependents might also wish to stop relying on welfare.,
855,@stylistkavin Amazing how much they sound like Republicans! ; ) #ITrustHillary,Hillary Clinton,FAVOR,∀x (is trusted(x) ∧ is Hillary Clinton(x) → sounds like a Republican(x)) → support,∀x (is trusted(x) ∧ is Hillary Clinton(x) → sounds like a Republican(x)) → support,1,It's amazing how much Hillary Clinton's policies resemble those of Republicans! I trust her. #ITrustHillary,
856,@pdg811 Didn't realize I was in a Republican echo chamber of faux scandals! Ask Gowdy to #Releasethetranscript  #ITrustHillary,Hillary Clinton,FAVOR,∀x (is a Republican(x) ∧ is an echo chamber(x) ∧ is a scandal(x) → ¬is trustworthy(x)) ∧ ∀x (is trustworthy(x) → ¬is a Republican(x)) → support,∀x (is a Republican(x) ∧ is an echo chamber(x) ∧ is a scandal(x) → ¬is trustworthy(x)) ∧ ∀x (is trustworthy(x) → ¬is a Republican(x)) → support,1,I didn't know I was surrounded by Republicans who spread fake rumors! Tell Gowdy to release the transcript. I trust Hillary.,
857,"Hillary Clinton has amassed $329 million in her career (3 of her top 5 donors are Citigroup, Goldman & JP Morgan). #Bernie2016",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) ∧ has received money from big financial institutions(x) → is opposed(x)) → opposed,∀x (is Hillary Clinton(x) ∧ has received money from big financial institutions(x) → is opposed(x)) → opposed,1,"According to a tweet on Twitter, Hillary Clinton has accumulated $329 million throughout her career. Three of her top five contributors are Citigroup, Goldman Sachs, and JP Morgan. The tweet includes the hashtag #Bernie2016.",
858,#HillaryonCNN   The wicked person flees when no one is chasing them - Proverbs,Hillary Clinton,AGAINST,∀x (is wicked(x) → ¬is chased(x) ∧ flees(x)) → opposed,∀x (is wicked(x) → ¬is chased(x) ∧ flees(x)) → opposed,1,"During #HillaryonCNN, a Proverb was quoted stating that a wicked person will flee even when there is no one chasing them.",
859,@Scott_R_Ellis the reason she struggles to appear genuine is she is not a genuine person. Actions speak louder than words.,Hillary Clinton,AGAINST,¬is a genuine person(x) ∧ is Hillary Clinton(x) → is not a genuine person(x) → opposed,¬is a genuine person(x) ∧ is Hillary Clinton(x) → is not a genuine person(x) → opposed,1,The reason why Hillary Clinton has a hard time coming off as authentic is because she is not an authentic individual. Her behavior is more telling than her words.,
860,@Levee_Breaks  The stench of low tide.is lasting NO! ===>,Hillary Clinton,NONE,Not Refer → neutral,Not Refer → neutral,1,"The stench of low tide is lasting, and it's not acceptable! #HillaryClinton",
861,@CNNPolitics @JDiamond1 that's so ridiculous to treat people like that. They are doing their jobs.,Hillary Clinton,NONE,∀x (¬(is treated poorly(x) ∧ is ridiculous(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is treated poorly(x) ∧ is ridiculous(x)) → ¬is Hillary Clinton(x)) → neutral,1,It is completely absurd to mistreat individuals who are simply doing their jobs.,
862,Hilarity of the day: Hillary said she went 'above and beyond' in transparency. Really? What about the 30k deleted emails?,Hillary Clinton,AGAINST,∀x (is transparent(x) ∧ deleted emails(x) → ¬is opposed(x)) → opposed,∀x (is transparent(x) ∧ deleted emails(x) → ¬is opposed(x)) → opposed,1,The funny thing of the day is that Hillary Clinton claimed to have gone above and beyond in transparency but what about the 30k deleted emails? #HillaryClinton,"Summarized sentences from the [Wikipedia Document] related to the given [Sentence] and the given [Target]: 
- Clinton turned over copies of 30,000 State Department business-related emails from her private server that belonged in the public domain; 
- her aides subsequently deleted about 31,000 emails from the server dated during the same time period that Clinton regarded as personal and private. 
- Clinton has used humor to try to shrug off the scandals.
""no records responsive to your request were located."" Emails sent to Clinton's private clintonemail.com address were first discovered in March 2013, when a hacker named ""Guccifer"" widely distributed emails sent to Clinton from Sidney Blumenthal, which Guccifer obtained by illegally accessing Blumenthal's email account. The emails dealt with the 2012 Benghazi attack and other issues in Libya and revealed the existence of her clintonemail.com address. In October, the State Department sent letters to Clinton and all previous Secretaries of State back to Madeleine Albright requesting emails and documents related to their work while in office. On December 5, 2014, Clinton lawyers delivered 12 file boxes filled with printed paper containing more than 30,000 emails. Clinton withheld almost 32,000 emails deemed to be of a personal nature. A March 2, 2015 New York Times article broke the story that the Benghazi panel had discovered that Clinton exclusively used her own private email server rather than a government-issued one throughout her time as Secretary of State, and that her aides took no action to preserve emails sent or received from her personal accounts as required by law.
Clinton's attorney, David E. Kendall, said that day that an examination showed that no copies of any of Clinton's emails remained on the server. Kendall said the server was reconfigured to only retain emails for 60 days after Clinton lawyers had decided which emails needed to be turned over. Clinton had said she provided all work-related emails to the State Department, and that only emails of a personal nature on her private server were destroyed. The State Department confirmed that 10 emails and parts of five others from Sidney Blumenthal regarding Benghazi, which the committee had made public on June 22, could not be located in the Department's records, but that the 46 other, previously unreleased Libya-related Blumenthal emails published by the committee, were in the Department's records. On October 22, 2015, Clinton testified before the committee and answered members' questions for eleven hours before the Committee in a public hearing. Late in the hearing, Republican Representative Jim Jordan of Ohio accused Clinton of changing her accounts of the email service, leading to a 'heated exchange' in which Clinton said that she had erred in making a private email account, but denied having dealt with anything marked classified, instead seeking 'to be transparent by publicly releasing her emails.'"
863,"@HillaryClinton Wow, #HillaryClinton looks very fat in that pants suit. #liberals #tlot #Democrats",Hillary Clinton,AGAINST,Not Refer → neutral,Not Refer → neutral,1,"Hillary Clinton, I am surprised to see that you appear overweight in that pantsuit. This comment is likely coming from individuals who identify as liberals, members of the Tea Party (tlot), and those affiliated with the Democratic Party.",
864,@HillaryClinton interview was ridiculous!! She's such a liar!,Hillary Clinton,AGAINST,∀x (is a liar(x) ∧ is Hillary Clinton(x) → ¬G(x)) → opposed,∀x (is a liar(x) ∧ is Hillary Clinton(x) → ¬G(x)) → opposed,1,The interview with Hillary Clinton was ridiculous!! She is such a liar!,
865,"Every time the republicans move to the middle, the liberals move the middle further to the left.",Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The Democrats shift the center of political discourse leftward when Republicans try to appeal to moderates.

Attitude Conclusion: The attitude towards Hillary Clinton is not explicitly mentioned in the sentence. Therefore, the attitude conclusion is Neutral.

First-order logic:
P(x): x is a political party.
M(x): x attempts to appeal to moderate voters.
D(x): x shifts the center of political discourse leftward.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(P(x) ∧ M(x)) → ¬D(x) ∧ ¬H(x))

Note: Hillary Clinton is not mentioned in the sentence, so there is no information to form an attitude towards her.",∀x (¬(is a political party(x) ∧ attempts to appeal to moderate voters(x)) → ¬shifts the center of political discourse leftward(x) ∧ ¬is Hillary Clinton(x)) → neutral,0,"Whenever the Republicans attempt to appeal to moderate voters, the Democrats shift the center of political discourse even further leftward.",
866,".@HillaryClinton blames her lack of trust among the populace on @GOP, forgetting that she's a lying, conniving, murderous, cheat.",Hillary Clinton,AGAINST,"Sure, here's the breakdown:

Simplified Sentence: Hillary Clinton is accused of being a liar, cheater, and murderer.

Attitude Conclusion: The attitude towards Hillary Clinton is Opposed.

First-order logic:
H(x): x is Hillary Clinton.
L(x): x is a liar.
C(x): x is a cheater.
M(x): x is a murderer.
Opposed: ∀x (H(x) → (L(x) ∧ C(x) ∧ M(x)))

Note: The simplified sentence and the first-order logic formula are based on the given sentence and target, and aim to capture the main idea and attitude conveyed in the sentence. However, it's important to note that natural language is complex and nuanced, and there may be other factors and interpretations at play.",∀x (is Hillary Clinton(x) → (is a liar(x) ∧ is a cheater(x) ∧ is a murderer(x))) → opposed,0,"Hillary Clinton is blaming the lack of trust in her from the public on the GOP, but the person who tweeted believes that she is actually a lying, conniving, murderous, cheat.",
867,"Hillary has sacrificed more Ambassadors, told more lies, hid and destroyed more evidence... The beat goes on,,, @McSadie",Hillary Clinton,AGAINST,∀x (has sacrificed ambassadors(x) ∧ has told lies(x) ∧ has hid and destroyed evidence(x) → ¬is Hillary Clinton(x)) → opposed,∀x (has sacrificed ambassadors(x) ∧ has told lies(x) ∧ has hid and destroyed evidence(x) → ¬is Hillary Clinton(x)) → opposed,1,"Hillary Clinton has been accused of sacrificing more Ambassadors, telling more lies, and hiding and destroying more evidence. The criticism continues to be made against her. The Twitter username @McSadie is likely the person who wrote this tweet.",
868,@thehill : Women deserve a better candidate for the HIGH HONOR if first woman President: We ALL do! #WhyI'mNotVotingForHillary,Hillary Clinton,AGAINST,∀x (is a woman(x) ∧ is a president(x) → ¬is Hillary Clinton(x)) → opposed,∀x (is a woman(x) ∧ is a president(x) → ¬is Hillary Clinton(x)) → opposed,1,The Hill tweeted that women and everyone deserves a better candidate for the high honor of being the first woman President. The hashtag #WhyI'mNotVotingForHillary was used.,"Clinton enjoyed the highest level of female support of any candidate in more than four decades"" and ""supporters created a private, online group, Pantsuit Nation, to share images in support of the candidate and her campaign."
869,A circus Act such as Donald Trump is short term entertainment. Soon to be canceled.,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Donald Trump's behavior is compared to a circus act, which is temporary and will end.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
T(x): x is a temporary thing.
C(x): x is a circus act.
D(x): x is Donald Trump's behavior.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(T(x) ∧ C(x) ∧ D(x)) → ¬H(x))

The simplified sentence does not mention or reference Hillary Clinton, therefore the attitude towards her is Neutral.",∀x (¬(is a temporary thing(x) ∧ is a circus act(x) ∧ is Donald Trump's behavior(x)) → ¬is Hillary Clinton(x)) → neutral,0,Donald Trump's behavior is akin to that of a circus act which may provide temporary entertainment but will eventually end and be discontinued.,
870,"@churstauthor Thanks for the follow Charles, may God bless you and your family ! #freeallfour",Hillary Clinton,NONE,"Sure, here's the breakdown of the sentence you provided:

Simplified Sentence: ""Thank you for following me, Charles. I hope God blesses you and your family! Let us free all four of them.""

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
F(x): x is a mention of Hillary Clinton.
B(x): x is a blessing.
L(x): x is a reference to freeing someone.
N(x): x is a neutral statement.

Neutral: ∀x (¬(F(x) ∨ B(x) ∨ L(x)) → N(x))

The sentence does not mention Hillary Clinton, nor does it express any sentiment towards her. Therefore, the attitude towards her is Neutral.",∀x (¬(is a mention of Hillary Clinton(x) ∨ is a blessing(x) ∨ is a reference to freeing someone(x)) → is a neutral statement(x)) → neutral,0,"Thank you for following me, Charles. I hope God blesses you and your family! Let us free all four of them. #freeallfour",
871,@alison_rambles @RickCanton @ResistTyranny @RotNScoundrel @LeahR77 @LeahRBoss @RedStateJake Because I have Grand Children!,Hillary Clinton,NONE,"Sure, here's the breakdown of the sentence you provided:

Simplified Sentence: I am with Hillary Clinton because I have grandchildren.

Attitude Conclusion: The attitude towards Hillary Clinton is Support.

First-order logic:
H(x): x is Hillary Clinton.
S(x): x is supported.
G(x): x has grandchildren.

Support: ∀x (G(x) → H(x) ∧ S(x))",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,0,"I am with Hillary Clinton because I have grandchildren. This message is directed to Alison, Rick Canton, Resist Tyranny, RotN Scoundrel, Leah R, Leah R Boss and Red State Jake on Twitter.",
872,"If it weren't for her marriage, Hillary would unknown. Thanks a lot, Bill.  RT @MangyLover #HIllaryClinton #WeDontTrustYouHillary",Hillary Clinton,AGAINST,"∀x (is Hillary Clinton(x) ∧ is married to y(x, y) → ¬is known(x)) → opposed","∀x (is Hillary Clinton(x) ∧ is married to y(x, y) → ¬is known(x)) → opposed",1,"If Hillary Clinton had not been married to Bill Clinton, she would not be as well-known. The Twitter user @MangyLover hashtagged #HillaryClinton and expressed distrust towards her.",
873,@TajMagruder Facetious much? Had me going there.,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,0,"TajMagruder, are you being facetious? You had me fooled for a moment.",
874,@realDonaldTrump has my vote! The truth will set you free and we need transparency in Washington now more than ever!,Hillary Clinton,AGAINST,∀x (is a political figure(x) ∧ is supported by the speaker(Donald Trump) → is opposed by the speaker(Hillary Clinton)) → opposed,∀x (is a political figure(x) ∧ is supported by the speaker(Donald Trump) → is opposed by the speaker(Hillary Clinton)) → opposed,1,Donald Trump has my vote! The truth will set you free and we need transparency in Washington now more than ever!,
875,.@HillaryClinton is a liar & corrupt.  Period. End of story.  #criminal #liar #hillaryforprison #uppers #tcot,Hillary Clinton,AGAINST,∀x (is a liar(x) ∧ is corrupt(x) → is opposed(x)) → opposed,∀x (is a liar(x) ∧ is corrupt(x) → is opposed(x)) → opposed,1,"Hillary Clinton is a liar and corrupt, that's the end of the story. The speaker thinks she's a criminal and a liar and wants to see her in prison. The hash tags #uppers and #tcot are included as additional emphasis on the speaker's political views.",
876,Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia,Hillary Clinton,AGAINST,¬(is a Republican(x) ∧ is in the White House(x) ∧ will make America great again(x)) → is Hillary Clinton(x) → opposed,¬(is a Republican(x) ∧ is in the White House(x) ∧ will make America great again(x)) → is Hillary Clinton(x) → opposed,1,The person who wrote this tweet believes that Republicans in the White House will improve America. They also support Trump and suggest that people educate themselves and boycott liberal media. #Trump #educateyourself #boycottliberalmedia.,
877,"@AndreaTantaros Clinton privilege transcends white privilege, rock star privilege, NFL privilege & intergalactic alien privilege.",Hillary Clinton,AGAINST,∀x (has privilege(x) → is Clinton(x)) → has negative attitude(x) → opposed,∀x (has privilege(x) → is Clinton(x)) → has negative attitude(x) → opposed,1,"Andrea Tantaros is saying that Hillary Clinton's privilege goes beyond just white privilege or other kinds of privilege. The privileges she has are compared jokingly to those of rock stars, NFL players and even intergalactic aliens.",
878,Hillary has learned The Blame Game well from Obama - she blames GOP for everything!,Hillary Clinton,AGAINST,∀x (blames the GOP(x) → is opposed(x)) → opposed,∀x (blames the GOP(x) → is opposed(x)) → opposed,1,"Hillary Clinton has become adept at playing The Blame Game, which she learned well from Barack Obama. She consistently puts the blame on the GOP for everything.",
879,when i get married to my partner i want @HillaryClinton to be my maid of honor!  #govote #girlpower #lovewins,Hillary Clinton,FAVOR,∀x (is a person(x) ∧ is a wedding(x) ∧ is Hillary Clinton(x) ∧ is a maid of honor(x)) → ∀x (is a person(x) ∧ is a wedding(x) ∧ is Hillary Clinton(x) ∧ is a maid of honor(x)) → support,∀x (is a person(x) ∧ is a wedding(x) ∧ is Hillary Clinton(x) ∧ is a maid of honor(x)) → ∀x (is a person(x) ∧ is a wedding(x) ∧ is Hillary Clinton(x) ∧ is a maid of honor(x)) → support,1,"If and when I get married to my partner, I would like to ask Hillary Clinton to be my maid of honor. Let's make sure to exercise our right to vote. Go vote! Girl power all the way. Love wins.",
880,"Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt",Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) ∧ is a campaign(x) ∧ is a pride event(x) → is supportive(x)) → support,∀x (is Hillary Clinton(x) ∧ is a campaign(x) ∧ is a pride event(x) → is supportive(x)) → support,1,"Hey!!! If anyone wants to help with the Hillary Clinton campaign at Charlotte Pride, please let me know!!! #NorthCarolina #Pride #LGBT",
