ID,Tweet,Target,Stance,FOL,FOLC,Pred
718,@atheena99 @dopee_curlyy i don't even know what to say to that. You're content with being paid less and not treated like an equal?,Feminist Movement,AGAINST,∀x (is content with being paid less and not treated as an equal(x) → represents the feminist movement(x)),"Support the given target ""Feminist Movement""",support
719,When I go up the steps of my house I feel like the @ussoccer_wnt .. I too have won the Women's World Cup. #brokenlegprobs #USA,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
720,"If a woman can list height preferences for men in dating profiles, men should be able to list bra sizes. #equality #hypocrisy",Feminist Movement,AGAINST,∀x (is the feminist movement(x) → (is criticized(x) ∧ is perceived as hypocritical(x))),"Oppose the given target ""Feminist Movement""",opposed
721,@coffey_cake4 @DailySexSupply too bad idgaf about,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
722,"@mraguyot Yup, way more than I would ever buy, but hey, something for everybody. #antifeminism #antiSJW #MGTOW",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
723,"Other people may hate #feminists, but at least they don't hate the opposite sex. #feminist #sexism",Feminist Movement,AGAINST,∀x ((is hated(x) ∧ is the Feminist Movement(x)) → ¬is hated(is the opposite se(x))),"Support the given target ""Feminist Movement""",support
724,Many feminist are praising hope solo!! She( domestic abuser) has become their idol!!,Feminist Movement,AGAINST,∃x (is a feminist(x) ∧ is praising Hope Solo(x) ∧ is a domestic abuser(x) ∧ is an idol(x)),"Oppose the given target ""Feminist Movement""",opposed
725,"@alias_burgerboy @craigspissed @forthleft infanticide, child to parent abuse, sibling abuse, abuse against males, LGBT DV",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
726,Feminist only want the same benefiting right as men not those harmful ones eg prison time and divorce!! Equality???,Feminist Movement,AGAINST,∀x (is a feminist(x) → (wants beneficial rights(x) ∧ ¬wants harmful rights(x))) ∧ ¬Equality,"Oppose the given target ""Feminist Movement""",opposed
727,"If Feminism wants equal rights as men they must so advocate for equal prison time and losing custody rights, which they won't do!",Feminist Movement,AGAINST,"∀x ((is the Feminist Movement(x) → (advocates for y(x, wants equal prison time) ∧ advocates for y(x, wants to lose custody rights))) ∧ won't do it(x))","Opposed to the given target ""Feminist Movement""",opposed
728,@RepubGirlLife But if I said this about how hot Hope Solo is..... Feminists would go ape shit #screwfeminism,Feminist Movement,AGAINST,∀x ((is criticized(x) ∧ is a comment about Hope Solo's attractiveness(x)) → reacts strongly(x)),"Opposed to the given target ""Feminist Movement""",opposed
729,"'Manspreading'? But women hog subway space, too ! #doublestandards",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
730,"I hate government, but if I were in government i'd want to be a District Attorney or a Judge to hold #YesAllWomen accountable.",Feminist Movement,AGAINST,∀x ((holds #YesAllWomen accountable(x) ∧ ¬is the Feminist Movement(x)) → opposes(x)),"Oppose the given target ""Feminist Movement""",opposed
731,"Ayyyy more hypocrisy: Hope Solo, serial domestic abuser is celebrated like a hero for winning the women's World Cup",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
732,I still can not get over teamwork being considered female thing. It is not consistent with my experiences at all.,Feminist Movement,AGAINST,∀x ((is teamwork(x) ∧ is considered a female thing(x)) → ¬is consistent with personal eperiences(x)) → is opposed(Feminist Movement),"Oppose the given target ""Feminist Movement""",opposed
733,Want an amazing #SciFi show that completely passes the bechdel test? #Farscape. Well written characters and +3 to awesome.,Feminist Movement,NONE,∀x ((passes the Bechdel test(x) ∧ has well-written characters(x)) → is seen as a positive attribute(x)),"Support the given target ""Feminist Movement""",support
734,"Feminists claim everything is a ""social construct"" because gender studies people usually suck at biology. #GamerGate",Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ claims everything is a social construct(x)) → sucks at biology(x)) → is opposed(Feminist Movement),"Oppose the given target ""Feminist Movement""",opposed
735,Feminists who go for a gender studies degree should also blame the patriarchy for their mediocre grades in science.,Feminist Movement,AGAINST,"∀x ((is a feminist(x) ∧ pursues a gender studies degree(x)) → blames y(x, is the patriarchy)) ∧ (is a feminist(x) ∧ has mediocre grades in science(x)) → opposes y(x, Feminist Movement)","Oppose the given target ""Feminist Movement""",opposed
736,@NorBdelta HE DESERVED IT FOR BEING PART OF THE DOMINATING SEX CHECK YOUR PRIVILEGE #equality,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
737,"By writing her self, woman will return to the body which has been more than confiscated from her - Hlne Cixous #theatre",Feminist Movement,FAVOR,∀x ((is writing(x) ∧ reclaims the body(x)) → has been confiscated(x)),"Support the given target ""Feminist Movement""",support
738,Having fabulous feminist conversations with Naoise Wheelan.,Feminist Movement,FAVOR,"∀x (is having conversations with y(x, Naoise Wheelan) → is the feminist movement(x))","Support the given target ""Feminist Movement""",support
739,If you're a #feminist it's only because absolutely no one would shove their semi hard cock into you. Let that sink in.,Feminist Movement,AGAINST,is opposed(is the feminist movement(x)),"Oppose the given target ""Feminist Movement""",opposed
740,We live in a sad world when wanting equality makes you a troll...,Feminist Movement,FAVOR,∀x ((is the Feminist Movement(x) ∧ wants equality(x)) → is a troll(x)) ∧ lives in a sad world(x),"Opposed to the given target ""Feminist Movement""",opposed
741,Some men do not deserve to be called gentlemen,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
742,Happy birthday to the queen Frida Kahlo! #oneofmyidols #mindstimulation #latinapower,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
743,"So the ladies get Magic Mike XXL, can us guys have Magic Michelle 36DD? No because the feminists would shut it down.",Feminist Movement,AGAINST,∀x (is the Feminist Movement(x) → would shut down a movie called Magic Michelle 36DD(x)),"Opposed to the given target ""Feminist Movement""",opposed
744,Female sharks grow to be larger than male Sharks. #Sharkweek2015,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
745,"I'm not a feminist, I believe in equality of the sexes! THATS EXACTLY WHAT FEMINISM IS",Feminist Movement,FAVOR,∀x (represents equality of the sees(x) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
746,"I still cannot get over how much women are degraded in media, sports, and the business world simply because of who we are",Feminist Movement,FAVOR,"∀x ((is a woman(x) ∧ is in media, sports, or the business world(x)) → is degraded(x))","Support the given target ""Feminist Movement""",support
747,@mustangALLIE_ and i was agreeing with ur tweet,Feminist Movement,NONE,∀x (agrees with a tweet(x) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
748,"The define of feminism clearly states that it is for women and yet feminist still deny it-""it's for everyone""!!",Feminist Movement,AGAINST,∀x ((is feminism(x) ∧ is for women(x)) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
749,@NuuYawkerr I have a solution kill all of us...,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
750,RT : bethersfanpg: BethanyMota if i put alot random hashtags maybe you'll notice me? #MOTAVATORMONDAY #food #confidence #Motafam...,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
751,FEMINIST WHO TOOK PHOTOS OF MEN'S CROTCHES SHOULD BE CHARGED. #MANSPREADING,Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ took photos of men's crotches(x)) → should be charged(x)) ∧ is opposed to the feminist movement(Feminist Movement),"Oppose the given target ""Feminist Movement""",opposed
752,Evidence that modern feminism is stupid and pointless - #Manspreading .,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ is #Manspreading(x)) → is considered stupid and pointless(x)),"Opposed to the given target ""Feminist Movement""",opposed
753,I aim to stop continuing to allow men in my life to lead when they are capable of only following. #manifesta #iamFuriosa,Feminist Movement,FAVOR,∀x (challenges male leadership(x) ∧ supports women taking charge(x)),"Support the given target ""Feminist Movement""",support
754,last RT demonstrates relevance of preceding RTs,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
755,Feminists: stop with the rape jokes! How do you think the women feel?! Me: depends on how big it is #Meninist,Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ is criticized for making rape jokes(x)) → is dismissive and mocking(x)) → is opposed(x),"Oppose the given target ""Feminist Movement""",opposed
756,Just watched the frickin' awesome interview with @caitlinmoran and @lenadunham ! What a breath of fresh air those two ladies are!!,Feminist Movement,NONE,∀x ((is an interview(x) ∧ (is awesome(x) ∨ is a breath of fresh air(x))) → is related to the feminist movement(x)),"Support the given target ""Feminist Movement""",support
757,"Should start a ""menism"" movement. The amount of times people say ""you've got tidy handwriting for a guy"" is ridiculous",Feminist Movement,AGAINST,"∀x ((suggests starting a ""menism"" movement(x) ∧ comments on tidy handwriting for a guy(x)) → is opposed(is the feminist movement(x)))","Oppose the given target ""Feminist Movement""",opposed
758,"You are NOT a feminist if you are a racist. If you don't stand for all girls of every color, shape, size then u ain't a feminist",Feminist Movement,FAVOR,"∀x ((is a feminist(x) → ¬is a racist(x)) ∧ (is a feminist(x) → stands for all girls of every color, shape, and size(x)))","Support the given target ""Feminist Movement""",support
759,Some Feminists are doing a huge disservice to rape victims by lying about numbers and supporting false accusations.,Feminist Movement,AGAINST,∃x (is a feminist(x) ∧ (is lying about numbers(x) ∨ is supporting false accusations(x)) ∧ is doing a disservice to rape victims(x)),"Opposed to the given target ""Feminist Movement""",opposed
760,Why would they have girl dragons in dragonvale?,Feminist Movement,NONE,∀x ((is a dragon(x) ∧ is a girl dragon(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
761,"@WhiteShamer because Resident Evil, Tomb Raider, Portal, Mass Effect, Parasite Eve and countless other games never happened!",Feminist Movement,NONE,∀x (is mentioned(x) → ¬is the feminist movement(x)),"Oppose the given target ""Feminist Movement""",opposed
762,"Nice job referring to a human being as an ""It"" #DolphZiggler. #WomensWrestling #RawChicago",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
763,@KatTimpf @ShannonBream great review. Thanks for your report! Excellent rebuttal of,Feminist Movement,NONE,∀x ((is a review(x) ∧ is a positive sentiment(x)) ∨ is a report(x)) → is a neutral attitude(is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
764,"MARRIAGE for a man is MURDERAGE, That's right MURDER'RAGE! Women have ruined the trust of men, and destabilized their own future.",Feminist Movement,AGAINST,"∀x ((is the feminist movement(x) → (∃y ruins the trust of y(y, x) ∧ destabilizes their own future(x))))","Opposed to the given target ""Feminist Movement""",opposed
765,It's incredibly easy to identify shitty females with a poor view on the world and what's important thanks to,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
766,You think its hard to give birth? Bitch have u ever tried to shave a pair of balls?,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
767,I like girls. They just need to know there place.,Feminist Movement,AGAINST,∀x (has a negative attitude towards women(x) → ¬is the Feminist Movement(x)),"Opposed to the given target ""Feminist Movement""",opposed
768,YO @kaitlynbristowe YOU GET YOURS GIRL. #TheBachelorette,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
769,"Men and women should have equal rights, we are all human...",Feminist Movement,FAVOR,∀x (should have equal rights(x) → is part of the feminist movement(x)),"Support the given target ""Feminist Movement""",support
770,"I need feminism because ""what were you wearing"" shouldn't be a question when I tell my stepmom I was cat called.",Feminist Movement,FAVOR,∀x ((is needed(x) ∧ involves victim-blaming(x)) → (is catcalled(x) → ¬(is stepmom(x) ∧ involves victim-blaming(x)))),"Support the given target ""Feminist Movement""",support
771,your mother did not carry you for 9 months so you could yell 'suck my dick' at me from your car,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
772,"It's a problem when explaining feminism, even in a calm & complex level, cannot be understood. #feminist #respect #EqualityForAll",Feminist Movement,FAVOR,∀x ((is eplaining feminism(x) ∧ ¬is understood(x)) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
773,"Remember men, if a woman hits you, you have no right to defend yourself #DeAndreJohnson",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
774,Does it involve women? It's sexist. Does it not involve women? It's sexist. No winning.,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ is criticized(x)) ∨ (¬is the feminist movement(x) ∧ is criticized(x))) → is opposed(x),"Oppose the given target ""Feminist Movement""",opposed
775,@crystxlcxstlesz did you break through the glass ceiling?,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
776,fEminism?? eQual rights??? treating people like HUMANS??nono nooooiscruelty,Feminist Movement,AGAINST,is opposed(is the feminist movement),"Oppose the given target ""Feminist Movement""",opposed
777,I'm the bad cop to @Patjouk's good cop. (... Though am I/is she really? Muahaha. ;P) #tech #techdiversity,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
778,Women want to be treated as equals until they get hit after hitting a man first. BULL SHIT! MOTHA FUCK,Feminist Movement,AGAINST,∀x ((represents the feminist movement(x) ∧ advocates for equality(x)) → faces consequences for hitting a man first(x)),"Opposed to the given target ""Feminist Movement""",opposed
779,@trutherbotred there's a woman in a picture and she's being groped lets yell #womensrights #feminist,Feminist Movement,FAVOR,∀x (supports the feminist movement(x) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
780,"If feminism was not a religion, feminists would not fervently reject all evidence they emotionally find blasphemous.",Feminist Movement,AGAINST,∀x ((is feminism(x) ∧ ¬is a religion(x)) → (is evidence(x) ∧ is emotionally blasphemous(x))) → is opposed(Feminist Movement),"Oppose the given target ""Feminist Movement""",opposed
781,"I thought this video on #equality was interesting, contradictions and demonization about men in the agenda of passive and activist",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
782,Evidence of the fossil record to creationists is the evidence against the wage gap to feminists. #GamerGate,Feminist Movement,AGAINST,∀x ((is evidence(x) ∧ is against the wage gap(x)) ↔ (is evidence of the fossil record(x) ∧ is related to creationists(x))) ∧ is related to the feminist movement(x) → is opposed(x),"Oppose the given target ""Feminist Movement""",opposed
783,#howtospotafeminist? They are so sexually unattractive that even in a world of rapists they would always be safe.,Feminist Movement,AGAINST,∀x ((is a feminist(x) → is seually unattractive(x)) ∧ (is a feminist(x) ∧ is a rapist(x)) → is safe(x)),"Opposed to the given target ""Feminist Movement""",opposed
784,Also Tatum's feigns giving oral in a hands free headstand. SEE THIS FILM.,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
785,"Everyone quick, feminists are a minority now! lol",Feminist Movement,AGAINST,∀x (is a feminist(x) → is a minority(x)),"Oppose the given target ""Feminist Movement""",opposed
786,And girls just wanna have fun...damental rights,Feminist Movement,FAVOR,∀x (is a girl(x) → wants fundamental rights(x)),"Support the given target ""Feminist Movement""",support
787,"Seriously considering writing an article on the ban of school skirts at a secondary school, any thoughts would be appreciated :)",Feminist Movement,NONE,∀x (is considering writing an article on the ban of school skirts at a secondary school(x) ∧ seeks thoughts on the matter(x)),No eplicit attitude given towards the feminist movement,neutral
788,Why isn't this #Women also being #Charged for attacking #DeAndreJohnson first.#DoubleStandards #Sport #NFL #Abuse #CorruptSystem,Feminist Movement,AGAINST,∀x (is the feminist movement(x) → ¬is charged for attacking DeAndre Johnson(x)) ∧ (There is a double standard ∨ The system is corrupt),"Oppose the given target ""Feminist Movement""",opposed
789,I'll eat mac and cheese out of your front hole but only if you ask first,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
790,When women spend too much time out of the kitchen they get over opinionated and think they know everything #feminist,Feminist Movement,AGAINST,∀x ((is a woman(x) ∧ ¬spends time in the kitchen(x)) → (is over opinionated(x) ∧ thinks they know everything(x))) ∧ (is part of the feminist movement(x)),"Opposed to the given target ""Feminist Movement""",opposed
791,"EEWWW! Drawing attention to women's health issues like breast, ovarian, and uterine cancer?!!? #feminismiscruelty",Feminist Movement,AGAINST,∀x ((draws attention to women's health issues(x) ∧ is cruel(x)) → is the feminist movement(x)),"Opposed to the given target ""Feminist Movement""",opposed
792,Helping getting laws for both patents to get paid maternity leave???!! WHEN WILL THIS MADNESS STOP?!?!?? #feminismiscruelty,Feminist Movement,AGAINST,∀x (is the feminist movement(x) ∧ is pushing for laws to provide paid maternity leave(x)) → is opposed to(x),"Opposed to the given target ""Feminist Movement""",opposed
793,@Nero the 'author' is @onepoundstories she's making money out of it,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is relevant(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
794,"@moo_mena unlearn that believing in gender equality is life saving, yes it's fab-but why not actively fight for change?",Feminist Movement,FAVOR,∀x ((is important(x) ∧ ¬actively fights for change(x)) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
795,"@NormaniKordei hi, can u pls rt this people need to know about this!!!!! #feminist",Feminist Movement,FAVOR,∀x (is the feminist movement(x) → needs to be known(x)),"Support the given target ""Feminist Movement""",support
796,"@AllyBrooke hi, can u pls rt this people need to know about this!!!!! #feminist",Feminist Movement,FAVOR,∀x ((is a retweet(x) ∧ raises awareness(x)) → is related to the feminist movement(x)),"Support the given target ""Feminist Movement""",support
797,So if a women earns money then it's HERS to KEEP?? #feminismiscruelty,Feminist Movement,AGAINST,"∀x (represents the feminist movement(x) → believes that if a woman earns money, it is hers to keep(x))","Support the given target ""Feminist Movement""",support
798,"Growing up, getting told ""no let your brother do that it's too heavy"" is why we need feminism",Feminist Movement,FAVOR,∀x (is told to let the brother do something because it's too heavy(x) → represents the feminist movement(x)),"Support the given target ""Feminist Movement""",support
799,Being a woman & being a feminist just means your not on your own side.,Feminist Movement,AGAINST,∀x (is a feminist(x) → is not on their own side(x)),"Opposed to the given target ""Feminist Movement""",opposed
800,@ZachCityy @aribentz Dad I'm running away n never coming back!!! #fuck12,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
801,"UGH I am SICK to DEATH of this whole bitches wanting ""equality"" thing like stfu u DUMB CUNT #feminismiscruelty",Feminist Movement,AGAINST,∀x (is the feminist movement(x) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
802,Putting the air conditioners in while wearing a sundress because,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
803,"Whine about how things aren't going your way, even though you're an adult. #LikeAFeminist",Feminist Movement,AGAINST,∀x ((whines about things not going their way(x) ∧ is an adult(x)) → is opposed(is a feminist(x))),"Oppose the given target ""Feminist Movement""",opposed
804,"To the young woman I stood next to at KL airport. Sorry I did not step in when your partner grabbed, threatened you #YesAllWomen",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
805,#women learn to be women and #men learn to be men and I don't blame it all on you but I don't want to be your #friend #lyrics,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
806,Not catering to a woman that doesn't bring = amount to the table as I do. #equality,Feminist Movement,AGAINST,∀x ((is catering to(x) ∧ is a woman(x) ∧ ¬brings an equal amount to the table(x)) → opposes(represents the feminist movement(x))),"Oppose the given target ""Feminist Movement""",opposed
807,@saltwaterpop I like your attitude a lot tho,Feminist Movement,NONE,∀x (has a liked attitude(x) → is the Feminist Movement(x)),"Support the given target ""Feminist Movement""",support
808,He who has authentic power pays the bill & she who has the feminist illusion of power demands the divorce settlement.,Feminist Movement,AGAINST,∀x (is the feminist movement(x) → (has the illusion of power(x) ∧ demands the divorce settlement(x))),"Oppose the given target ""Feminist Movement""",opposed
809,Lol feminist don't complain about how men get less clothing options at stores. (When they say there for gender equality),Feminist Movement,AGAINST,"∀x ((is a feminist(x) ∧ ¬complains about y(x, is men) ∧ has less clothing options at stores(is men)) → ¬advocates for gender equality(x))","Oppose the given target ""Feminist Movement""",opposed
810,Unlike cancer treatments marriage risks outweigh the benefits. If oncologists married people everybody would be single,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
811,@NAFEDUDE @TakedownMRAs It's never a problem until it happens to you =),Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
812,Would mean a lot if u clicked the link in my bio #feminist,Feminist Movement,FAVOR,∀x ((clicking the link in the bio would mean a lot(x) ∧ mentions the feminist movement(x))),"Support the given target ""Feminist Movement""",support
813,"@NAFEDUDE I'm just sharing a laugh with my buddies, ur points are laughable, laughing is good 4 health =)",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
814,"@OliveStuff @douchefuck @redheadtart @nascar_jesus mice are intelligent animals, and should not be mocked",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
815,"Hello ladies, finally made a twitter to expand our presence #rationalfeminism #stayfreeofPIV",Feminist Movement,FAVOR,∀x (is the feminist movement(x) → is supported(x)),"Support the given target ""Feminist Movement""",support
816,"When guys text hella girls it's fine but when girls text guys they get called ""thots",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
817,Who said Feminists Standard is THE STANDARD of how a woman should be?,Feminist Movement,AGAINST,∀x (is the feminist movement(x) → is questioned as the standard for how a woman should be(x)),"Opposed to the given target ""Feminist Movement""",opposed
818,"Great to see the progress we're all making. May that continue, until this becomes an antiquated issue. #HeForShe #GirlPower",Feminist Movement,FAVOR,∀x ((is making progress(x) ∧ is the feminist movement(x)) → ¬is an antiquated issue(x)),"Support the given target ""Feminist Movement""",support
819,HAPPY BIRTHDAY TO ONE OF MY FAV PEOPLE WHO HAS GREAT VIEWS & IS A FELLOW SUPREME COURT CUTIE I LOVE YOU @maddylinder,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
820,"Sorry but if a #YesAllWomen slapped me the way #Mattie did in #Humans, i'm slapping her back. You hit me, I hit back.",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
821,"Religious ""what homosexual men find sexy is wrong"" Feminits ""what heterosexual men find sexy is wrong""",Feminist Movement,AGAINST,∀x (is the feminist movement(x) → believes that what heteroseual men find sey is wrong(x)),"Opposed to the given target ""Feminist Movement""",opposed
822,"Dear parents, please don't tell your boys ""not to be a girl"" when they cry. Girls rock.",Feminist Movement,FAVOR,∀x ((encourages gender equality(x) ∧ makes a positive statement about girls(x)) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
823,You're a sexy bitch. Own that shit.,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
824,How to oppress a strong and independent woman? Sit in a certain way... #manspreading,Feminist Movement,AGAINST,∀x ((is seen as a way to oppress(x) ∧ is a strong and independent woman(x) ∧ is sitting in a certain way(x)) → is related to the feminist movement(x)) ∧ is #manspreading(x),"Support the given target ""Feminist Movement""",support
825,The Dunhams would be the only reality show that would be a literal horror show. And the feminists would still watch it.,Feminist Movement,AGAINST,"∀x (is a feminist(x) → watches y(x, is the Dunhams reality show(y))) ∧ y is a horror show(is the Dunhams reality show(y))","Support the given target ""Feminist Movement""",support
826,Gender is an adjective not a noun - Ruth Pearson #gender #genconuea2015,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
827,Women shouldn't be topless! Oh shit and here I thought my breasts were for feeding babies and not the male gaze. My bad,Feminist Movement,FAVOR,∀x ((challenges objectification of women(x) ∧ O(x)) → represents the feminist movement(x)),"Support the given target ""Feminist Movement""",support
828,I think I see the appeal in being a housewife. #househusband #seemsfun #creativepotential #equality #illexplainlater,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
829,If women didn't have tits would any of us even really care anymore?,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
830,"@TarynOnthenews @NRO Very unnecessary, since 'no' doesn't always mean 'no', especially if she's drunk! #rapehumor",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
831,The Hypocrisy of Feminism is integral part of the modern United Orwellian Kingdom. #GamerGate,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) → is hypocritical(x)) ∧ (is the feminist movement(x) → is an integral part(x)) ∧ (is an integral part(x) ∧ is the modern United Orwellian Kingdom(x))),"Oppose the given target ""Feminist Movement""",opposed
832,I'm flabbergasted that #feminist are pointing out little things that No one gives a fuck about & cause am uproar,Feminist Movement,AGAINST,∀x ((focuses on insignificant matters(x) ∧ is criticized(x)) ∧ (focuses on insignificant matters(x) ∧ focuses on insignificant matters(x)) ∧ (focuses on insignificant matters(x) ∧ causes an uproar(x))),"Opposed to the given target ""Feminist Movement""",opposed
