ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
886,"Mining is where all the money is but our ""Leader"" says otherwise #ArrestObama #RedNationRising #OperationBendOver #NoSanctuary",Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The author believes mining is profitable, but the 'Leader' disagrees. The tweet includes hashtags related to political issues.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"The author believes that mining is a profitable industry, although the 'Leader' claims the opposite. The hashtags #ArrestObama #RedNationRising #OperationBendOver and #NoSanctuary are included in the tweet.",
887,I wish #OliviaPope could run @HillaryClinton 's campaign... #Scandal #livisreal,Hillary Clinton,AGAINST,"∀x (wishes y(x, is Hillary Clinton) → ∃y (runs y's campaign(is Olivia Pope, y))) → support",1,"I wish Olivia Pope, a character from the TV series Scandal, could run the presidential campaign for Hillary Clinton. The #livisreal hashtag suggests that the speaker is emphasizing the authenticity of Olivia's abilities.",
888,"Liberal's, why ARE you so intolerant?!? Why were your parents so intolerant? And their parents? #UniteBlue",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"Liberals, why are you so intolerant? Why were your parents and their parents also intolerant? Let's unite under the blue color. #UniteBlue",
889,@CNN One would hope everyone would be fired up over such a blatant lie,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Someone hopes for enthusiasm and passion about a false statement directed at CNN.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
H(x): x is Hillary Clinton.
E(x): x shows enthusiasm.
P(x): x shows passion.
F(x): x is a false statement.
D(x): x is directed at CNN.
Neutral: ∀x ((E(x) ∨ P(x)) ∧ F(x) ∧ D(x)) → ¬H(x)",0,"On Twitter, someone addressed CNN and wrote that they hope everyone would show enthusiasm and passion about a plain and obvious false statement.",
890,Hillary gave her first big interview. Did she talk about the issues? Did she rally the left? Nope. Total dud. #Bernie2016,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → (is a dud(x) ∧ ¬talks about the issues(x) ∧ ¬rallies the left(x))) → opposed,1,"Hillary Clinton gave her first major interview, but she did not talk about the issues or rally the left. Consequently, it was not successful and considered a total dud according to the hashtag #Bernie2016.",
891,"#Clintonemails are just a prelude of what her presidency could be if elected, a myrad of scandals @GOP @FloridaGOP @marcorubio",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is associated with scandals(x)) → is opposed(x)) → opposed,1,"The release of #Clintonemails is an indication of the many potential scandals that could arise in the event of Hillary Clinton's election to the presidency, according to @GOP, @FloridaGOP, and @marcorubio.",
892,@CNN and CNN proved they are not a legitimate news organization by not calling her out about all her lies. #JournalismIsDead,Hillary Clinton,AGAINST,"∀x ((is a news organization(x) ∧ lies(Hillary Clinton)) → (¬calls out(x, Hillary Clinton) → ¬is legitimate(x))) ∧ Journalism is dead → opposed",1,CNN and CNN have demonstrated that they are not a credible news outlet by not exposing Hillary Clinton's falsehoods and deceptions. The field of journalism has lost its integrity. #JournalismIsDead,
893,We stand with the great #Baltimore mayor! Fire all the Crooks in Uniform! @MayorSRB #FreddieGray #hannity @donlemon #BlueWall,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"We express our support to the mayor of Baltimore and demand the removal of all corrupt police officers. We also include the hashtags #FreddieGray, #hannity, and #BlueWall, and tag @MayorSRB and @donlemon.",
894,HRC is delusional in addition to being a pathological liar.  1%er to the extreme.,Hillary Clinton,AGAINST,is opposed(Hillary Clinton) → opposed,1,Hillary Clinton is delusional in addition to being a pathological liar. She is also considered as one of the top 1% wealthiest people in the world.,
895,This is the 3rd time in U.S. that Republicans has a vacuum of presidential leadership.,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,This is the third time in the United States that Republicans have a lack of presidential leadership.,
896,'Hilary is not electable' then you stand no chance @realDonaldTrump #carnivalbarker,Hillary Clinton,AGAINST,∀x ((is electable(x) → stands no chance(x)) ∧ is Hillary Clinton(x)) → opposed,1,"If you claim that Hillary Clinton is not capable of being elected, then you have no possibility of winning the election. This tweet is directed towards Donald Trump and includes a hashtag #carnivalbarker.",
897,"If Hillary Clinton is elected president in 2016, this nation will surely experience unprecedented destruction.",Hillary Clinton,AGAINST,"∀x (is elected as y(x, 2016) → causes destruction(this nation)) → is opposed(Hillary Clinton) → opposed",1,"If Hillary Clinton is elected president in 2016, this nation will certainly go through unparalleled devastation.",
898,"@HillaryClinton : ""Change religious beliefs"" to accommodate the violence of abortion?! #WhyI'mNotVotingForHillary",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ suggests changing religious beliefs(x) ∧ accommodates the violence of abortion(x)) → is opposed(x)) → opposed,1,"Hillary Clinton is being criticized for allegedly saying that religious beliefs must be changed to accept abortion violence, which has led to the hashtag #WhyI'mNotVotingForHillary.",
899,Voting Republican in 2016 gets you so much more than a free cellphone! #Election2016,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Voting for the Republican candidate in the 2016 presidential election can result in more benefits than just a free cellphone.

Attitude Conclusion: The attitude towards Hillary Clinton is opposed.

First-order logic:
R(x): x is a Republican candidate.
E(x): x is elected.
B(x): x results in benefits.
F(x): x is a free cellphone.
O(x): x is opposed.
Opposed: ∀x ((R(x) ∧ E(2016)) → (B(x) ∧ ¬F(x)) ∧ O(x))",0,"By voting for the Republican candidate in the 2016 presidential election, you can get more benefits than just a free cellphone. #Election2016",
900,@HillaryClinton had a Legal obligation to prevent the destruction (preserve) Gov't & related documents (email). She didn't.,Hillary Clinton,AGAINST,had a legal obligation(HillaryClinton) ∧ had to preserve government and related documents (email)(HillaryClinton) ∧ didn't fulfill the obligation(HillaryClinton) → opposed,1,Hillary Clinton was legally obligated to preserve government and related documents (email) from destruction but she failed to fulfill it.,Hillary Clinton is mentioned in regards to her use of a private email server while serving as Secretary of State and her failure to preserve government and related documents.
901,"@3_Card_Monty : I believe the title would be ""First Lord"". Let THAT sink in!! #PJNET",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,I believe that the appropriate title for Hillary Clinton would be 'First Lord'. Please take a moment to consider that! #PJNET,
902,@Independent Maybe it's his last name? Or maybe he's a bonafide racist with a militia membership. Lol. #Tattoos,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards public rail is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,Maybe the reason for his behavior is his last name or may be he is a genuine racist who is a member of militia. Laughing out loud. Tattoos.,
903,"You know, when you talk bad about Hillary, in a sense, you're talking bad about me.",Hillary Clinton,FAVOR,"∀x (talks bad about y(x, Hillary Clinton) → talks bad about y(x, is the speaker)) → support",1,"When someone speaks negatively about Hillary Clinton, it can be interpreted as a personal attack against the speaker.",
904,"I will give the Jewish state all the support to vanquish Hamas & if that means killing 200,000 Gazans, than so be it. -",Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"I will give the Jewish state all the support they need to defeat Hamas and if that involves causing the death of 200,000 people from Gaza, then I am fine with it.",
905,Why did you lie about the #Benghazi subpoena? @HillaryClinton  No wonder no one trusts you.,Hillary Clinton,AGAINST,"∀x (lied about y(x, Hillary Clinton) → ¬is trusted(Hillary Clinton)) → opposed",1,"Why did you lie about the Benghazi subpoena? Hillary Clinton, this is the reason why no one trusts you.",
906,"@JoanOfArgghh I won't use the c-word, so I'll just say that everything Clinton does is a ""cunning stunt"". #HillaryonCNN",Hillary Clinton,AGAINST,"∀x (is a person(x) ∧ refers to y(x, Hillary Clinton) → is a cunning stunt(x)) → is opposed(Hillary Clinton) → opposed",1,"I will not use the offensive word, so I will state that all of Hillary Clinton's actions are very clever and calculated maneuvers. She is currently being discussed on CNN. #HillaryonCNN",
907,Controlling #illegalimmigration is Now Racist According to @ChrisCuomo #NewDayCNN  Let's Bash #Trump ALL Day AGAIN #morningjoe,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"According to Chris Cuomo on New Day CNN, controlling illegal immigration is now considered racist. The tweet suggests that there will be ongoing criticism of Trump on Morning Joe.",
908,Vow today to fight the #FirstFamilyOfCorruption .@billclinton  .@hillaryclinton & keep her out of office #independents #tcot,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is in office(x))) → opposed,1,"I vow to fight against the First Family of Corruption, which includes Bill Clinton and Hillary Clinton, and to keep her from holding any political office. This is important for independent voters and members of the Conservative Party of America. #independents #tcot",
909,During ClintonNo.1 prez stint all we heard was 'right wing conspiracy' -it's starting again,Hillary Clinton,AGAINST,∀x ((is a presidency(x) ∧ is mentioned(x) ∧ is a right wing conspiracy(x)) → is opposed(x)) → opposed,1,"During Hillary Clinton's first presidential tenure, there was a frequent dismissal of allegations as a 'right wing conspiracy'. It appears to be happening once more.",
910,Jeb Bush says Americans should work longer hours. I'll do just that... TO ELECT HILLARY CLINTON!,Hillary Clinton,FAVOR,∀x ((suggests working longer hours(x) → intends to work longer hours(x)) ∧ intends to work longer hours(x)) → support,1,"Jeb Bush suggested that Americans should work longer hours, but the person tweeting this message plans to work hard to elect Hillary Clinton as their president.",
911,@AC360 asked @realDonaldTrump the tough questions.  Too bad @CNN didn't ask @HillaryClinton the tough questions.,Hillary Clinton,AGAINST,"∀x (asked y the tough questions(x, @AC360) ∧ is tough questions(x)) → is opposed(Hillary Clinton) → opposed",1,"Anderson Cooper 360 asked Donald Trump the difficult questions, but it's unfortunate that CNN did not ask Hillary Clinton the difficult questions.",
912,@HillaryClinton : Women deserve a better candidate for the HIGH HONOR of first woman President. We ALL do!,Hillary Clinton,AGAINST,∀x ((is a candidate(x) ∧ is the first woman President(x)) → deserves the high honor(x)) ∧ is Hillary Clinton(Hillary Clinton) → opposed,1,"Hillary Clinton tweeted that women deserve a better candidate to become the first female President, and everyone deserves one too.","Hillary Clinton has promoted equal pay for equal work and proposes action to close the gender pay gap. She supports the Paycheck Fairness Act. As a Senator, Clinton co-sponsored the Lilly Ledbetter Fair Pay Act of 2009; during her 2016 campaign, Clinton received the endorsement of the Act's namesake, Lilly Ledbetter. Clinton gave an influential speech called ""Women's Rights are Human Rights"" on September 5, 1995, at the United Nations Fourth World Conference on Women in Beijing. As Secretary of State, Clinton created the post of Ambassador-at-Large for Global Women's Issues.
Output: ""@HillaryClinton"" is directly mentioned in the [Sentence]. The [Wikipedia Document] mentions Hillary Clinton as the First Lady of the United States, United States Senator from New York, and United States Secretary of State. It also states that she was a Democratic nominee for president in 2016."
913,@HillaryNews #GoKatie Ted you're not going to be President! #HillaryAllTheWay #GayMarriageisLegal #LGBT #GLAAD #PFLAG,Hillary Clinton,FAVOR,∀x ((is Hillary Clinton(x) ∧ gay marriage is legal) → is supported(x)) → support,1,"Katie, you have the support of @HillaryNews. Ted, it is unlikely that you will become the President. Hillary Clinton is the chosen one. Also, it is now legal for same-sex couples to get married. The LGBT community is supported by #GLAAD and #PFLAG.",
914,"I stand with @HillaryClinton I know she is for women, poor,children, middle class and GUN CONTROL.",Hillary Clinton,FAVOR,supports someone(Hillary Clinton) ∧ (is for women(Hillary Clinton) ∧ is for the poor(Hillary Clinton) ∧ is for children(Hillary Clinton) ∧ is for the middle class(Hillary Clinton) ∧ is for gun control(Hillary Clinton)) → support,1,"I support Hillary Clinton. I believe that she advocates for women's, poor people's, and children's rights, as well as for the middle class. Additionally, she calls for gun control measures.","Clinton was the ""first candidate to produce an extensive position paper on guns and gun violence"" during the 2016 campaign. Her plan calls for strengthening background checks for firearm purchases and closing loopholes in the current system by requiring, for example, background checks on purchases at gun shows; barring firearm sales to suspected terrorists, as well as ""domestic abusers, other violent criminals, and the severely mentally ill""; and reinstating the now-expired Federal Assault Weapons Ban, which Clinton voted for in the Senate.Clinton opposes what she calls the ""Charleston loophole,"" which allows gun sales to go through without a background after the three-day waiting period for the government to perform a background check runs out. Clinton also opposes the Protection of Lawful Commerce in Arms Act of 2005, which protects firearms manufacturers and dealers from being held liable when crimes have been committed with their products, She has called for the act's repeal, saying: ""the industry's sweeping legal protection for illegal and irresponsible actions ... makes it almost impossible for people to hold them accountable.""Clinton suggested on one occasion in 2015 that Australia's gun buyback program was ""worth looking at"" and ""worth looking into,"" although such a program is not part of her gun policy proposals.Clinton was taught to shoot and hunt by her father. On hunting and shooting, Clinton said in 2008: ""It's part of culture. It's part of a way of life. People enjoy hunting and shooting because it's an important part of who they are.""In 2016, the Brady Campaign to Prevent Gun Violence endorses Clinton for president, saying that she ""has been a national leader on gun violence prevention for decades"" and ""has the experience, record, and demonstrated commitment to help reach the Brady Campaign's goal of cutting gun deaths in half by 2025."" She has received an ""F"" rating from the National Rifle Association; the NRA, which endorsed Trump, has been a longtime Clinton adversary."""
915,"@NoahCRothman ""Everything I did was permitted."" -HRC. ""If God is dead, all things are permitted"" -Dostoyevsky.  #tcot",Hillary Clinton,AGAINST,∀x (claims that everything they did was permitted(x) → is opposed(x)) → opposed,1,"NoahCRothman quoted Hillary Clinton saying that everything she did was permitted, which is reminiscent of Dostoyevsky's quote 'If God is dead, all things are permitted'. This tweet is accompanied by the hashtag 'tcot'.",
916,#EpicLiberalFail Hilary lied about Banghazi and is caught on audio biahahaha #p2 #uniteblue #libcrib #libtards,Hillary Clinton,AGAINST,is opposed(Hillary Clinton) → opposed,1,"The Epic Liberal Fail hashtag is being used to criticize Hillary Clinton for allegedly lying about the Benghazi incident and being caught on audio, causing some people to laugh. The hashtags #p2, #uniteblue, #libcrib, and #libtards are being used in relation to this topic.",
917,Enjoyed @jamiaw article on feminism + @hillaryclinton.We are building campaign that engages ppl through an intersectional lens,Hillary Clinton,FAVOR,∃x (is enjoyed(x) ∧ is an article(x) ∧ is about feminism(x) ∧ is Hillary Clinton(x) ∧ is a campaign(x) ∧ engages people through an intersectional lens(x)) → support,1,I enjoyed reading Jamiaw's article about feminism and Hillary Clinton. Our campaign aims to engage people through a lens that considers multiple forms of oppression.,
918,GW Bush gives $100K speech to wounded vets...then sells uranium to Russia. Oh wait.,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Former US President George W. Bush was paid $100,000 to speak to wounded veterans. There are accusations that he allowed the sale of uranium to Russia. The claim may not be true.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
B(x): x is paid to speak to wounded veterans.
A(x): x allows the sale of uranium to Russia.
T(x): x is true.
Neutral: ∀x ((B(x) ∨ A(x)) → ¬T(x))",0,"Former US President George W. Bush was paid $100,000 to speak to wounded veterans, but there are accusations that he also allowed the sale of uranium to Russia. However, this claim may not be true.",
919,@_Holly_Renee I want to fav this tweet....cause it's hilarious. But I give no support to #HillaryClinton,Hillary Clinton,AGAINST,∀x ((is funny(x) ∧ ¬is supported(is Hillary Clinton(x)))) → opposed,1,"I am tempted to like this tweet because it is funny, but I do not endorse or show any support towards Hillary Clinton as indicated by the hashtag #HillaryClinton. @_Holly_Renee",
920,GOP Busted Trey Gowdy proved their #Benghazi hearings are politically motivated when he leaked documents to the press,Hillary Clinton,AGAINST,"∀x (leaked y(Trey Gowdy, x) ∧ (is a hearing(x) ∧ is about Benghazi(x)) ∧ is politically motivated(x)) → is opposed(Hillary Clinton) → opposed",1,"The Republican Party was exposed for their politically motivated intentions regarding the Benghazi hearings by Trey Gowdy's act of leaking documents to the press, as indicated by the #Benghazi hashtag.",
921,"@Chairmnoomowmow @DrMartyFox I'm on team ""Anyone other than Hillary",Hillary Clinton,AGAINST,∀x (is a person(x) → is opposed to Hillary Clinton(x)) → opposed,1,"I am part of a group called ""Anyone other than Hillary"" and this message is directed to users named @Chairmnoomowmow and @DrMartyFox.",
922,@HillaryClinton Are those women #BillClinton's next targets for assault? #MonicaLewinsky #WarOnWomen #HillaryClinton #tlot,Hillary Clinton,AGAINST,∀x ((is a tweet(x) ∧ mentions the target(x)) → makes negative accusations(x)) → is opposed(Hillary Clinton) → opposed,1,"Hillary Clinton, are those women possibly going to be targeted by Bill Clinton for sexual assault? This question is being raised in the context of the Monica Lewinsky scandal and the ongoing allegations of a war on women. #MonicaLewinsky #WarOnWomen #tlot","Clinton later wrote in her 2003 autobiography that 'I might have phrased my point more artfully, but I stand by the characterization of [Kenneth] Starr's investigation.'
In 1998, the Clintons' private concerns became the subject of much speculation when investigations revealed the president had engaged in an extramarital affair with 22-year-old White House intern Monica Lewinsky. When the allegations against her husband were first made public, Hillary Clinton stated that the allegations were part of a ""vast right-wing conspiracy"". She characterized the Lewinsky charges as the latest in a long, organized, collaborative series of charges by Bill's political enemies rather than any wrongdoing by her husband. After the evidence of President Clinton's encounters with Lewinsky became incontrovertible, she issued a public statement reaffirming her commitment to their marriage. In her 2003 memoir, she would attribute her decision to stay married to ""a love that has persisted for decades"" and add: ""No one understands me better and no one can make me laugh the way Bill does."""
923,Trey Gowdy proved their #Benghazi hearings are politically motivated when he leaked documents to the press,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Trey Gowdy disclosed documents to journalists during Benghazi hearings, revealing political motivations.

Attitude Conclusion: The attitude towards Hillary Clinton is opposed.

First-order logic:
T(x): x is Trey Gowdy.
D(x): x disclosed documents.
J(x): x is a journalist.
H(x): x is Hillary Clinton.
P(x): x has political motivations.
Opposed: ∃x (T(x) ∧ D(x) ∧ J(x) ∧ P(x)) → H(x)",0,Trey Gowdy demonstrated that the hearings about Benghazi are inspired by political interests when he disclosed documents to the journalists,
924,you can't bitch at me for donating to Dems.  Only way to get business done with them is to grease the skids #bribe #paytoplay,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,You cannot criticize me for donating to Democrats. The only way to achieve success with them is to offer incentives or pay for favors. #bribery #corruption,
925,People should and do trust me.  -woman who also denied getting a subpoena Trey Gowdy served her before she deleted emails,Hillary Clinton,AGAINST,∀x ((denied receiving a subpoena from Trey Gowdy(x) ∧ deleted emails(x)) → is opposed(x)) → opposed,1,"The woman being referred to, Hillary Clinton, claimed that people trust her despite previously denying that she received a subpoena from Trey Gowdy and later deleting emails.",
926,@iaaronmitch Right now I think we're all sending special thanks to Donald Trump.,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Special thanks to Donald Trump for Hillary Clinton.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
H(x): x is Hillary Clinton.
T(x): x is thanks.
D(x): x is Donald Trump.
Support: T(D(x), H(x))",0,"Right now, I think we all are sending special thanks to Donald Trump. #HillaryClinton #DonaldTrump",
927,@peddoc63 @steph93065 @ChrisHollyMusic she's needs an Orange pantsuit! Permanently! #hillaryforprison #wakeupamerica #pjnet,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → (should wear an orange pantsuit permanently(x) ∧ should be imprisoned(x))) → opposed,1,She needs to wear an Orange pantsuit permanently. It is believed that she deserves to be in prison. Wake up America! Join the Patriot Journal Network.,
928,hey @HillaryClinton when you LIED about the lack of a subpoena...you REALLY thought you wouldn't get caught? #LIAR #Corruptocrat,Hillary Clinton,AGAINST,∀x ((x = HillaryClinton) → (lied(x) ∧ is corrupt(x) ∧ thought they wouldn't get caught(x))) → opposed,1,"Hey, Hillary Clinton, when you lied about the lack of a subpoena, did you really think you wouldn't get caught? You are a liar and corrupt politician.",
929,"@HillaryClinton lies just for the fun of it, its CRAZY!!!!! #NoHillary #WhyImNotVotingForHillary",Hillary Clinton,AGAINST,"∀x (lies about y(x, Hillary Clinton) → is opposed to Hillary Clinton(x)) → opposed",1,"Hillary Clinton lies just for the fun of it, which is crazy! The speaker is not voting for Hillary and uses the hashtags #NoHillary and #WhyImNotVotingForHillary to express their opinion.",
930,@murphymike @blakehounshell @ScottFConroy let's see jebs emails from 2000 when he helped his idiot brother steal the presidency,Hillary Clinton,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"Hey @murphymike, @blakehounshell, @ScottFConroy, it would be interesting to take a look at Jeb Bush's emails from 2000 when he allegedly assisted his brother in stealing the presidency and was called an idiot.",
931,I BLOCKED 2 Liberals Today!..A Very Good Thursday! #GODBLESSTHEUSA #HardCoreAmericanConservative #2A #NRA #ArticleV  #NoMoreBushes,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"Today, I blocked two liberals which made my Thursday very good. I am a hardcore American conservative who supports the Second Amendment and the National Rifle Association. I also believe in Article V and that there should not be any more Bushes in political power. God bless the USA.",
932,@rhhhhh380 What we need to do is support all Republicans and criticize the opposition.,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The speaker wants to support Republicans and disapprove of opposing political parties.

Attitude Conclusion: The attitude towards Hillary Clinton is opposed. 

First-order logic:
R(x): x is a Republican.
O(x): x is an opposing political party.
S(x): x supports R(x).
D(x): x disapproves of O(x).
Opposed: ∀x ((R(x) ∧ S(x)) ∧ (O(x) ∧ D(x)))",0,What we need to do is to offer support to all Republicans and express disapproval towards the opposing political parties.,
933,@JessicaAndSandr I have 2 words for u  #Benghazi  #whitewater. She's morally questionable. We as women should demand better,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) → is morally questionable(x)) ∧ (is a woman(x) → should demand better(x))) → opposed,1,"Hey Jessica and Sandra, I want to tell you two important things - Benghazi and Whitewater. These events make me think that Hillary Clinton is not entirely honest or ethical, and as women, we should insist on better candidates.",
934,@Westxgal @irisflower33: This money will buy the Anti-American Libs including,Hillary Clinton,AGAINST,"∃x (is mentioned(x) ∧ buys y(x, Hillary Clinton) ∧ is Anti-American(x) ∧ is a Lib(x)) → opposed",1,This money will buy the Anti-American Liberals including Hillary Clinton.,
935,@HillaryClinton Hillary is a Directioner! This is awesome! :-) They need to sing at your Inauguration!,Hillary Clinton,FAVOR," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Hillary Clinton is a fan of One Direction and should perform at her Inauguration.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
F(x): x is a fan.
P(x): x should perform at Inauguration.
S(x): x is Hillary Clinton.
O(x): x is One Direction.
Support: ∀x ((F(x) ∧ O(x)) → P(S(x)))",0,Hillary Clinton is a fan of the music group One Direction! This is great news and the person tweeting thinks they should perform at her Inauguration.,
936,Ok now Latino are deciding who is going to be president of the US #Jeb2016 #DonaldTrump #Sanders2016 #,Hillary Clinton,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The Latino population is influential in the decision making for the next US president. Candidates considered include Jeb Bush, Donald Trump, and Bernie Sanders.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
L(x): x is Latino.
I(x): x is influential.
D(x): x is a candidate.
C(x): x is considered.
H(x): x is Hillary Clinton.
Neutral: ∀x ((L(x) ∧ I(x)) → (D(x) ∧ C(x))) ∧ ¬H(x)",0,"Now, the Latino population is influential in the decision making for the next US president with candidates such as Jeb Bush, Donald Trump, and Bernie Sanders being considered. #Jeb2016 #DonaldTrump #Sanders2016 #",
937,Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive,Hillary Clinton,AGAINST,∀x ((is a Democrat(x) → wants crimigrants running amok in US cities(x)) ∧ (is progressive(x) → is opposed(x))) → opposed,1,Only the Democrats want criminal immigrants running amok in United States cities. Cancer is a progressive disease.,
938,"@LeahR77 @HillaryClinton the unethical lying granny strikes again.  No charisma, no character, no accomplishments, no warmth",Hillary Clinton,AGAINST,∀x (is unethical(x) ∧ is lying(x) ∧ lacks charisma(x) ∧ lacks character(x) ∧ lacks accomplishments(x) ∧ lacks warmth(x)) → opposed,1,"LeahR77 and Hillary Clinton are being criticized for being unethical and lying. The speaker believes Clinton has no charisma, character, accomplishments, or warmth.",
939,Hey Hillary Clinton...How's things working out on #Servergate? Bury enough evidence yet?    #tcot,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ buries evidence(x)) → is opposed(x)) → opposed,1,"Hey Hillary Clinton, how is the situation with the server gate scandal going? Have you hidden/excused enough evidence? #tcot",
940,"Didn't take long for Clinton lackey @PaulBegala to play the ""crazy"" card. So predictable",Hillary Clinton,AGAINST,"∀x ((is a person(x) ∧ is a Clinton lackey(x)) → (plays the y card(x, ""crazy"") ∧ is predictable(x))) → is opposed(Hillary Clinton) → opposed",1,"It didn't take long for Paul Begala, who is known to support Hillary Clinton, to label someone as 'crazy'. This behavior was predictable and expected from him.",
941,I dont understand the people that bash Donald Trump but take Hillary Clinton seriously,Hillary Clinton,AGAINST,∀x ((is bashed(x) ∧ is taken seriously(x)) → ¬Hillary Clinton) → opposed,1,I don't comprehend the individuals who criticize Donald Trump but give genuine consideration to Hillary Clinton.,
942,Did you hear the answer Hillary gave to a reporter when they asked a question?!?   Neither have I.,Hillary Clinton,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Hillary Clinton's response to a reporter's question is unknown.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
R(x): x is a response.
Q(x): x is a question.
U(x): x is unknown.
H(x): x is Hillary Clinton.
Neutral: ∀x ((R(x) ∧ Q(x)) → U(x)) ∧ (H(x) → U(x))",0,Have you heard the response given by Hillary Clinton to a reporter's question? I haven't heard it either.,
