ID,Tweet,Target,Stance,FOL,FOLC,Pred
802,@kwrcrow Probably for the same reason bho has not ...& @SpeakerBoehner is one of them @GOP @HouseGOP @seanhannity #StopBush,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
803,#HillaryClinton just cannot accept the fact that #America does not like her. #HillaryonCNN #BernieSanders,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → ¬(accepts the fact(x) ∧ ¬is liked by America(x))),"Oppose the given target ""Hillary Clinton""",opposed
804,"@HillaryClinton is plain amazing, humble, smart and confident! Let's get it Mrs. President! #HillaryClinton",Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → (is amazing(x) ∧ is humble(x) ∧ is smart(x) ∧ is confident(x) ∧ is the president(x))),"Support the given target ""Hillary Clinton""",support
805,@thehill Great now Hillary knows how the american people feel about the majority of politicians including her,Hillary Clinton,AGAINST,∀x ((is a politician(x) ∧ x ≠ Hillary Clinton) → is the feeling towards Hillary Clinton(x)) → is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
806,"She's smarter and works harder . Empty accusations,inferences,gossip and rumors are rubbish.",Hillary Clinton,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
807,"@MedvedSHOW wow. So shrill. Hating Hillary as badly as you hate homeless, transgenders, and people who ride trains",Hillary Clinton,AGAINST,∀x (hates Hillary Clinton(x) → (hates homeless people(x) ∧ hates transgender individuals(x) ∧ hates train riders(x))),"Opposed to the given target ""Hillary Clinton""",opposed
808,@kasie I do! And I had an invitation to their beta test before they even officially launched. #HillaryLies,Hillary Clinton,AGAINST,∀x (supports Hillary Clinton(x) ∧ mentions having an invitation to a beta test before the official launch(x)),"Support the given target ""Hillary Clinton""",support
809,@CNN @jimsciutto Good i'view #Brianna. #Hillary NOT responsible 4 slander/libel-lies r indefensible. WILL be next #POTUS.,Hillary Clinton,AGAINST,∀x ((¬is responsible for slander/libel-lies(x)) ∧ will be the net POTUS(x)),"Support the given target ""Hillary Clinton""",support
810,"Either way, @HillaryClinton rises above the media chatter every time. That's one reason why I admire and respect her so much.",Hillary Clinton,FAVOR,∀x (rises above media chatter(x) ∧ I admire(x) ∧ I respect(x)),"Support the given target ""Hillary Clinton""",support
811,@TwitchyTeam ...and then she'll turn around and treat them like dogs. #RopeLine #SitUbuSitGoodDog,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → ¬treats people like dogs(x)),"Oppose the given target ""Hillary Clinton""",opposed
812,"Obama is 'opportunist,' Hillary Clinton no different just 'more militant' - Chomsky #TruthBeTold #notmypresident",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ (is described as 'no different'(x) ∨ is described as 'more militant'(x)))),"Opposed to the given target ""Hillary Clinton""",opposed
813,@USATODAY @HillaryClinton how about finding her a #pathtoJAIL #DONOTPASSGO do collect any Any more of #WeThePeople s,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) → should be sent to jail(x)) ∧ has collected enough from the people(x)) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
814,@AC360 of course she is disappointed. Hillary only approves of lying to Americans. #WakeUpAmerica #pjnet,Hillary Clinton,AGAINST,∀x (approves of lying to Americans(x) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
815,Trying 2 unfollow every twit who isn't going 2 vote if their candidate doesn't make it to the general. #FeelTheBern #SCOTUS,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
816,ROFLMAO! 2012 @GOP couldnt kiss enough of #DonaldTrump ass! Now GOP cant run fast enough. #tcot #uniteblue #Bernie2016,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
817,@HillaryClinton made me proud today! Nothing like reinforcing what I already knew!,Hillary Clinton,FAVOR,∀x ((made the speaker proud(x) ∧ reinforces the speaker's eisting knowledge(x))),"Support the given target ""Hillary Clinton""",support
818,@N_Fatale @bayareahausfrau ILLEGAL IMMIGRATION IS GOOD FOR THE ECONOMY AND GOOD FOR OUR CHILDREN #tcot,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
819,@HillaryClinton great job on @CNN interview today. Fuck stupid MSM. Go,Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → did a great job(x)),"Support the given target ""Hillary Clinton""",support
820,Hillary upset GOP candidates didn't respond to Trump's illegal imm comments immediately-yet we're still waiting for her emails.,Hillary Clinton,AGAINST,"∀x (is Hillary Clinton(x) → is upset that y didn't respond immediately(x, is Trump) ∧ is a GOP candidate(y) ∧ made illegal immigration comments(y)) ∧ (is Hillary Clinton(x) → is a delay in receiving emails(x))","Oppose the given target ""Hillary Clinton""",opposed
821,@HillaryClinton Many of us r near ruin! #SaveTheMiddleClass #PresidentHillaryClinton #StopOutSourcing,Hillary Clinton,FAVOR,∀x ((is mentioned(x) ∨ is referenced(x)) ∧ is Hillary Clinton(x) ∧ is president(x) ∧ is middle class(x) ∧ is outsourcing(x)),Support the given target 'Hillary Clinton',support
822,America has no tolerance for cheaters and liars in the White House. #NoBillary #Women4GOP #PresidentialElection2016,Hillary Clinton,AGAINST,∀x ((is a cheater(x) ∨ is a liar(x)) ∧ is in the White House(x)) → is opposed(x),"Opposed to the given target ""Hillary Clinton""",opposed
823,@HillaryClinton Will #BillClinton assault #MonicaLewinsky on her birthday? #liberals #HillaryClinton,Hillary Clinton,AGAINST,"∀x ((is mentioned(x) ∧ assaults y(x, MonicaLewinsky)) → is opposed(HillaryClinton))","Opposed to the given target ""Hillary Clinton""",opposed
824,If Hillary wins next year it'll be the first time two presidents have had sex with each other,Hillary Clinton,NONE,"∀x ((wins net year(x) ∧ is a president(x)) → (It will be the first time ∧ and y have se with each other(x, x)))","no attitude given the target ""Hillary Clinton""",neutral
825,President Jimmy Carter: There's no doubt Hillary will get the nomination. And when she does I'll be happy to support her,Hillary Clinton,FAVOR,∀x (will receive the nomination(x) → is supported(x)),"Support the given target ""Hillary Clinton""",support
826,@StarCoreOne02 @DrMartyFox Is it still 1992? We must be watching Back To The Future 10.0,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
827,.@thehill umm. Yyyeaaaaah. Sure they do.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
828,@JedediahBila u must be counting the lies like sheep .....,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
829,Technology has exposed more bad politicians than bad cops....Where Is Our Server Hillary? #CNN,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is questioned about server(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
830,Free and Equal in dignity and rights.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
831,@CheerUpKaci @tmacGA70 It's the Clinton history of scandalous behavior. #Integrity knows no sex. #HillaryonCNN,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ implies scandalous behavior(x)) ∨ (is mentioned(x) ∧ represents integrity(x)) ∨ (is mentioned(x) ∧ is Hillary Clinton(x))) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
832,"Entire campaign platform for @HillaryClinton seems to be... ""I'm Hillary Clinton"". #norecord #nosubstance #tcot #PJNET",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → ('s campaign platform is their identity(x) ∧ has no record(x) ∧ has no substance(x))),"Opposed to the given target ""Hillary Clinton""",opposed
833,Imagine @JoeBiden runs for POTUS. Without a doubt a strong & popularly likable candidate against the Clinton. -------,Hillary Clinton,AGAINST,"∀x ((is a candidate(x) ∧ is strong(x) ∧ is likable(x) ∧ is popular(x)) → is against y(x, Hillary Clinton))","Oppose the given target ""Hillary Clinton""",opposed
834,A lot of #GOPHaters for #Hillary - so funny because she is beating them all at 40%,Hillary Clinton,FAVOR,∀x ((is Hillary Clinton(x) ∧ is a GOP hater(x)) → is beating(x)),"Support the given target ""Hillary Clinton""",support
835,"SUCCESS: @HillaryClinton said she's receiving a constant barrage of attacks from ""the Right."" Great job, guys. Keep it up!",Hillary Clinton,AGAINST,∀x (is receiving a constant barrage of attacks(x) ∧ is encouraged to continue(x)) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
836,Do you Progressives know how dangerously close you are to suppressing free speech? Stop it. #inners #readyforhillary,Hillary Clinton,FAVOR,∀x ((is a Progressive(x) ∧ is dangerously close to suppressing free speech(x)) → opposes something(is Hillary Clinton(x))),"Oppose the given target ""Hillary Clinton""",opposed
837,"#Democrats and #Obama reduce OUR Army by 40,000 MEANWHILE Has increased IRS to 100,000 #HillaryClinton #Hillary",Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ is associated with an increase(x)) → is Hillary Clinton(x)),"Support the given target ""Hillary Clinton""",support
838,@CNNPolitics @PoliticalAnt @moody this is beautiful #oops,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
839,"#NoHillary2016 & her #PredatorRat, too. MT ""@steve0423: We need to get these stickers up nationwide! #tcot #RedNationRising",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ ¬is opposed(x))),"Oppose the given target ""Hillary Clinton""",opposed
840,"@forewit @HillaryClinton is a degenerate liar who will do, say, cheat, delete, anything to get another squat at 1600 Penn Ave.",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is opposed(x)),Opposed to the given target 'Hillary Clinton',opposed
841,@Reince Hardly a hard-hitting interview like with GOP candidates. Did CNN preclear its questions with her campaign in advance??,Hillary Clinton,NONE,"∀x ((is an interview(x) ∧ ¬is hard-hitting(x) ∧ is a GOP candidate(x)) → (cleared questions with y(x, Hillary Clinton) ∧ is opposed(Hillary Clinton)))","Opposed to the given target ""Hillary Clinton""",opposed
842,Democrats want power for themselves. Republicans will give YOU the power! #Election2016,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),no attitude given the target 'Hillary Clinton',neutral
843,Dad while watching the news: Politics is just show business for ugly people #HowAboutNo,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
844,.@thedailybeast such a waste of space #CrackingCeilings,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
845,@KrownRoyaleNY @jjauthor Bad for her is good for the U.S. @jlconnell66 #Killary,Hillary Clinton,AGAINST,"∀x ((is bad for(x, is Hillary Clinton) → is good for(x, is the US)) ∧ (x = #Killary))","Opposed to the given target ""Hillary Clinton""",opposed
846,@csham21 @EstadodeSats Thank you so much for supportive #Freedom4Cuba RTs! #WakeUpAmerica #Cuba #TodosMarchamos,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
847,"Can't #UniteBlue, RT LindaSuhler: Hillary:People Trust Me, Blames 'Constant Barrage of Attacks' By the Right #delusional #WakeUpA...",Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ is Hillary Clinton(x)) → is criticized(x)),"Opposed to the given target ""Hillary Clinton""",opposed
848,@M_E_Adams if a Demonrat were to win I'd prefer Sanders over Killary.,Hillary Clinton,AGAINST,"∀x ((is a Democrat(x) ∧ wins(x)) → (prefers y(x, Sanders) ∧ ¬prefers y(x, Hillary Clinton)))","Oppose the given target ""Hillary Clinton""",opposed
849,@jschau11 wow!!! i can halp too!! #OBAMASUCKS #BLOWUPISIS #NOIRS #NOSHARIAUSA #NOAMNESTY #DAMNTHAT140 #USARULES...#ILOVETHIS #(:),Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
850,"#WhatILearnedToday @HillaryClinton already admitted to having at least 2 devices, more lies, it never stops",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ admitted to having at least 2 devices(x)) → tells lies(x)) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
851,@DesireeAaron @HillaryClinton Sheets Clinton Ya got to love it #HillaryonCNN #HillaryClinton,Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x)),"Support the given target ""Hillary Clinton""",support
852,.@jaketapper The way @HillaryClinton keeps lying I swear her father's real last name is Geppetto. #TCOT #WakeUpAmerica,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is lying(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
853,It's a beautiful day for phone banking at the Hill House on 1529 Richland Street! Join us tonight at 6PM! @HillaryforSC,Hillary Clinton,FAVOR,∀x ((is Hillary Clinton(x) ∧ is mentioned in a positive contet(x)) → (is a phone banking event(x) ∧ is invited to join(x) ∧ is a campaign(x))),"Support the given target ""Hillary Clinton""",support
854,@ahbrees @TODAYshow Attack? More like the daily liberal media defend Hillary and her lies!!,Hillary Clinton,AGAINST,∀x (defends Hillary Clinton(x) ∧ lies(x)),"Support the given target ""Hillary Clinton""",support
855,@DeatonCAPT Simple. Govt benefits. Surprised it's only 42%. Must be some dependents who want off welfare.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
856,@stylistkavin Amazing how much they sound like Republicans! ; ) #ITrustHillary,Hillary Clinton,FAVOR,∀x ((sounds like Republicans(x) ∧ is trusted(is Hillary Clinton(x)))),"Support the given target ""Hillary Clinton""",support
857,@pdg811 Didn't realize I was in a Republican echo chamber of faux scandals! Ask Gowdy to #Releasethetranscript #ITrustHillary,Hillary Clinton,FAVOR,∀x ((is trustworthy(x) ∧ is criticized(x)) ∨ (is related to Republican echo chamber(x) ∧ is a fau scandal(x))) ∧ is asked to release a transcript(x) ∧ is related to Hillary Clinton(x),"Support the given target ""Hillary Clinton""",support
858,"Hillary Clinton has amassed $329 million in her career (3 of her top 5 donors are Citigroup, Goldman & JP Morgan). #Bernie2016",Hillary Clinton,AGAINST,"∀x ((is Hillary Clinton(x) ∧ has amassed $329 million(x)) ∧ (∃y (is a donor of y(y, x) ∧ is in the top five donors of y(y, x) ∧ (is Citigroup(y) ∨ is Goldman(y) ∨ is JP Morgan(y)))))","Opposed to the given target ""Hillary Clinton""",opposed
859,#HillaryonCNN The wicked person flees when no one is chasing them - Proverbs,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ is Hillary Clinton(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
860,@Scott_R_Ellis the reason she struggles to appear genuine is she is not a genuine person. Actions speak louder than words.,Hillary Clinton,AGAINST,∀x ((is a person(x) ∧ struggles to appear genuine(x) ∧ ¬is genuine(x)) → 's actions speak louder than words(x)) → is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
861,@Levee_Breaks The stench of low tide.is lasting NO! ===>,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
862,@CNNPolitics @JDiamond1 that's so ridiculous to treat people like that. They are doing their jobs.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
863,Hilarity of the day: Hillary said she went 'above and beyond' in transparency. Really? What about the 30k deleted emails?,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ claims to have gone 'above and beyond' in transparency(x)) → has 30k deleted emails(x)),"Opposed to the given target ""Hillary Clinton""",opposed
864,"@HillaryClinton Wow, #HillaryClinton looks very fat in that pants suit. #liberals #tlot #Democrats",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is opposed(x)),"Opposed to the given target ""Hillary Clinton""",opposed
865,@HillaryClinton interview was ridiculous!! She's such a liar!,Hillary Clinton,AGAINST,∀x (is a liar(x) → is opposed(x)),"Opposed to the given target ""Hillary Clinton""",opposed
866,"Every time the republicans move to the middle, the liberals move the middle further to the left.",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
867,".@HillaryClinton blames her lack of trust among the populace on @GOP, forgetting that she's a lying, conniving, murderous, cheat.",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) → (is a lying person(x) ∧ is a conniving person(x) ∧ is a murderous person(x) ∧ is a cheat(x))) ∧ (lacks trust(x) → is the GOP(x))),"Oppose the given target ""Hillary Clinton""",opposed
868,"Hillary has sacrificed more Ambassadors, told more lies, hid and destroyed more evidence... The beat goes on,,, @McSadie",Hillary Clinton,AGAINST,∀x (has sacrificed Ambassadors(x) ∧ has told lies(x) ∧ has hidden evidence(x) ∧ has destroyed evidence(x)) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
869,@thehill : Women deserve a better candidate for the HIGH HONOR if first woman President: We ALL do! #WhyI'mNotVotingForHillary,Hillary Clinton,AGAINST,∀x ((is a better candidate for the high honor of the first woman President(x) ∧ is voted for(x)) → ¬is Hillary Clinton(x)),"Opposed to the given target ""Hillary Clinton""",opposed
870,A circus Act such as Donald Trump is short term entertainment. Soon to be canceled.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
871,"@churstauthor Thanks for the follow Charles, may God bless you and your family ! #freeallfour",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
872,@alison_rambles @RickCanton @ResistTyranny @RotNScoundrel @LeahR77 @LeahRBoss @RedStateJake Because I have Grand Children!,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
873,"If it weren't for her marriage, Hillary would unknown. Thanks a lot, Bill. RT @MangyLover #HIllaryClinton #WeDontTrustYouHillary",Hillary Clinton,AGAINST,"∀x ((is Hillary Clinton(x) ∧ ¬is unknown(x)) → (is married(x) → is dissatisfied with y(x, is Hillary Clinton(x)))) → is opposed(Hillary Clinton)","Opposed to the given target ""Hillary Clinton""",opposed
874,@TajMagruder Facetious much? Had me going there.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
875,@realDonaldTrump has my vote! The truth will set you free and we need transparency in Washington now more than ever!,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
876,.@HillaryClinton is a liar & corrupt. Period. End of story. #criminal #liar #hillaryforprison #uppers #tcot,Hillary Clinton,AGAINST,∀x ((x = HillaryClinton) → (is a liar(x) ∧ is corrupt(x))),"Opposed to the given target ""Hillary Clinton""",opposed
877,Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
878,"@AndreaTantaros Clinton privilege transcends white privilege, rock star privilege, NFL privilege & intergalactic alien privilege.",Hillary Clinton,AGAINST,∀x (has privilege(x) ∧ (has white privilege(x) ∨ has rock star privilege(x) ∨ has NFL privilege(x) ∨ has intergalactic alien privilege(x))) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
879,Hillary has learned The Blame Game well from Obama - she blames GOP for everything!,Hillary Clinton,AGAINST,"∀x (blames y(is Hillary Clinton(x), is GOP(x)))","Opposed to the given target ""Hillary Clinton""",opposed
880,when i get married to my partner i want @HillaryClinton to be my maid of honor! #govote #girlpower #lovewins,Hillary Clinton,FAVOR,"∀x (wants y to be their maid of honor(x, HillaryClinton) → is supportive(x))","Support the given target ""Hillary Clinton""",support
881,"Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt",Hillary Clinton,FAVOR,∀x ((is mentioned(x) ∧ is Hillary Clinton(x)) → is a campaign(x) ∧ is Charlotte pride(x)),Support the given target 'Hillary Clinton',support
882,Are we so desperate in this country to seriously consider a 60+ woman as president?,Hillary Clinton,AGAINST,∀x ((is a 60+ woman(x) ∧ is considered for president(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
883,@JOEROWE409 @ScotsFyre Hillaey Clinton can't help but lie...it's who she really is.,Hillary Clinton,AGAINST,∀x (lies(x) → is opposed(x)),"Opposed to the given target ""Hillary Clinton""",opposed
884,"Hillary ""We came, we saw, he [Gaddaffi] died"" psychopath Clinton. #HillaryonCNN #Nothanks",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is a psychopath(x)) ∧ is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
885,It bugs me when some people seek to invalidate centrist Democrats. I prefer a bigger tent.,Hillary Clinton,NONE,∀x ((seeks to invalidate centrist Democrats(x) ∧ is a centrist Democrat(x)) → bugs the speaker(x)) ∧ prefers a bigger tent(x),"no attitude given the target ""Hillary Clinton""",neutral
886,Join the Hillary team now and come to the Jefferson County phone bank tomorrow from 6-8 at Bliss Studio in Fairfield!,Hillary Clinton,FAVOR,"∀x ((is part of the Hillary team(x) ∧ is Hillary Clinton(x)) → (∃y (invites y to the Jefferson County phone bank(y, x))))","Support the given target ""Hillary Clinton""",support
887,"Mining is where all the money is but our ""Leader"" says otherwise #ArrestObama #RedNationRising #OperationBendOver #NoSanctuary",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
888,I wish #OliviaPope could run @HillaryClinton 's campaign... #Scandal #livisreal,Hillary Clinton,AGAINST,"∀x (wishes y(x, is Hillary Clinton) → ∃y (runs y's campaign(is Olivia Pope, y)))","Support the given target ""Hillary Clinton""",support
889,"Liberal's, why ARE you so intolerant?!? Why were your parents so intolerant? And their parents? #UniteBlue",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
890,@CNN One would hope everyone would be fired up over such a blatant lie,Hillary Clinton,AGAINST,∀x (is a blatant lie(x) → is opposed(is Hillary Clinton(x))),"Opposed to the given target ""Hillary Clinton""",opposed
891,Hillary gave her first big interview. Did she talk about the issues? Did she rally the left? Nope. Total dud. #Bernie2016,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → (is a dud(x) ∧ ¬talks about the issues(x) ∧ ¬rallies the left(x))),"Opposed to the given target ""Hillary Clinton""",opposed
892,"#Clintonemails are just a prelude of what her presidency could be if elected, a myrad of scandals @GOP @FloridaGOP @marcorubio",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is associated with scandals(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
893,@CNN and CNN proved they are not a legitimate news organization by not calling her out about all her lies. #JournalismIsDead,Hillary Clinton,AGAINST,"∀x ((is a news organization(x) ∧ lies(Hillary Clinton)) → (¬calls out(x, Hillary Clinton) → ¬is legitimate(x))) ∧ Journalism is dead","Oppose the given target ""Hillary Clinton""",opposed
894,We stand with the great #Baltimore mayor! Fire all the Crooks in Uniform! @MayorSRB #FreddieGray #hannity @donlemon #BlueWall,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
895,HRC is delusional in addition to being a pathological liar. 1%er to the extreme.,Hillary Clinton,AGAINST,is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
896,This is the 3rd time in U.S. that Republicans has a vacuum of presidential leadership.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
897,'Hilary is not electable' then you stand no chance @realDonaldTrump #carnivalbarker,Hillary Clinton,AGAINST,∀x ((is electable(x) → stands no chance(x)) ∧ is Hillary Clinton(x)),"Oppose the given target ""Hillary Clinton""",opposed
898,"If Hillary Clinton is elected president in 2016, this nation will surely experience unprecedented destruction.",Hillary Clinton,AGAINST,"∀x (is elected as y(x, 2016) → causes destruction(this nation)) → is opposed(Hillary Clinton)","Oppose the given target ""Hillary Clinton""",opposed
899,"@HillaryClinton : ""Change religious beliefs"" to accommodate the violence of abortion?! #WhyI'mNotVotingForHillary",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ suggests changing religious beliefs(x) ∧ accommodates the violence of abortion(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
900,Voting Republican in 2016 gets you so much more than a free cellphone! #Election2016,Hillary Clinton,AGAINST,∀x ((voted Republican in 2016(x) → gets a free cellphone(x)) → is opposed to Hillary Clinton(Hillary Clinton)),"Opposed to the given target ""Hillary Clinton""",opposed
901,@HillaryClinton had a Legal obligation to prevent the destruction (preserve) Gov't & related documents (email). She didn't.,Hillary Clinton,AGAINST,had a legal obligation(HillaryClinton) ∧ had to preserve government and related documents (email)(HillaryClinton) ∧ didn't fulfill the obligation(HillaryClinton),"Oppose the given target ""Hillary Clinton""",opposed
902,"@3_Card_Monty : I believe the title would be ""First Lord"". Let THAT sink in!! #PJNET",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
903,@Independent Maybe it's his last name? Or maybe he's a bonafide racist with a militia membership. Lol. #Tattoos,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
904,"You know, when you talk bad about Hillary, in a sense, you're talking bad about me.",Hillary Clinton,FAVOR,"∀x (talks bad about y(x, Hillary Clinton) → talks bad about y(x, is the speaker))","Support the given target ""Hillary Clinton""",support
905,"I will give the Jewish state all the support to vanquish Hamas & if that means killing 200,000 Gazans, than so be it. -",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
906,Why did you lie about the #Benghazi subpoena? @HillaryClinton No wonder no one trusts you.,Hillary Clinton,AGAINST,"∀x (lied about y(x, Hillary Clinton) → ¬is trusted(Hillary Clinton))","Oppose the given target ""Hillary Clinton""",opposed
